路線ID,バス会社ID,路線名称
1127,1593.0,はるかぜ１０号：西新井・高野線
1128,1593.0,はるかぜ１２号：西新井・亀有線
1129,1593.0,はるかぜ１２号：西新井・亀有線
1130,1593.0,レインボーかつしか有７２
1131,1593.0,レインボーかつしか有７３
1132,1593.0,レインボーかつしか有７４
1133,1593.0,晴海ライナー
1134,1593.0,晴海ライナー
1135,1607.0,北千住循環：河原町経由
1136,1607.0,北千住循環：関屋町経由
1137,1607.0,北千住駅西口～鹿浜五丁目団地
1138,1607.0,北千住駅西口～鹿浜五丁目団地
1139,1607.0,北千住駅～博慈会記念総合病院
1140,1607.0,北千住駅～博慈会記念総合病院
1141,1607.0,堀之内・椿循環
1142,1607.0,小台・宮城循環
1143,450.0,内神田ルート
1144,450.0,富士見・神保町ルート
1145,450.0,富士見・神保町・内神田ルート
1146,450.0,秋葉原ルート
1147,450.0,麹町ルート
1148,469.0,江戸バス：北循環
1149,469.0,江戸バス：南循環
1150,477.0,田町ルート
1151,477.0,芝ルート
1152,477.0,芝ルート
1153,477.0,芝浦港南ルート
1154,477.0,赤坂ルート
1155,477.0,青山ルート
1156,477.0,青山ルート
1157,477.0,高輪ルート
1158,477.0,麻布東ルート
1159,477.0,麻布西ルート
1160,485.0,千駄木・駒込ルート
1161,485.0,本郷・湯島ルート
1162,485.0,目白台・小日向ルート
1163,463.0,ぐるーりめぐりん
1164,463.0,北めぐりん：根岸回り
1165,463.0,北めぐりん：浅草回り
1166,463.0,南めぐりん
1167,463.0,東西めぐりん
1168,,北東部ルート
1169,,北西部ルート
1170,,南部ルート
1171,490.0,木場・辰巳ルート
1172,491.0,下丸子・矢口循環
1173,461.0,ハチ公バス：丘を越えてルート
1174,461.0,ハチ公バス：丘を越えてルート
1175,461.0,ハチ公バス：夕やけこやけルート
1176,461.0,ハチ公バス：春の小川ルート
1177,461.0,ハチ公バス：神宮の杜ルート
1178,473.0,かえで路線
1179,473.0,けやき路線：阿佐ヶ谷～永福町
1180,473.0,けやき路線：阿佐ヶ谷～浜田山
1181,473.0,けやき路線：阿佐ヶ谷～浜田山
1182,473.0,さくら路線
1183,473.0,さくら路線
1184,486.0,王子・駒込ルート
1185,486.0,田端循環ルート
1186,484.0,南千０１
1187,484.0,南千０２－１
1188,484.0,南千０３
1189,492.0,板０１：反時計回り
1190,452.0,保谷ルート
1191,452.0,保谷ルート
1192,452.0,北町ルート
1193,452.0,南大泉ルート
1194,452.0,南大泉ルート
1195,452.0,大泉ルート
1196,452.0,氷川台ルート
1197,452.0,氷川台ルート
1198,452.0,氷川台ルート
1199,452.0,関町ルート
1200,452.0,関町ルート
1201,455.0,吉祥寺東循環
1202,468.0,こまバス
