市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称
大田区,35.588537,139.728871,2322,京成バス（株）,大森駅〔東口〕
大田区,35.588628,139.728973,2323,京成バス（株）,大森駅〔東口〕
大田区,35.588391,139.729222,2324,京成バス（株）,大森駅〔東口〕
大田区,35.588469,139.729026,2325,京成バス（株）,大森駅〔東口〕
大田区,35.588766,139.729118,2326,京成バス（株）,大森駅〔東口〕
大田区,35.587964,139.728845,2327,京成バス（株）,大森駅〔東口〕
大田区,35.588208,139.729244,2328,京成バス（株）,大森駅〔東口〕
大田区,35.588535,139.729203,2329,京成バス（株）,大森駅〔東口〕
大田区,35.588306,139.729088,2330,京成バス（株）,大森駅〔東口〕
大田区,35.588971,139.72769,2331,東急バス（株）,大森駅〔西口〕
大田区,35.589832,139.728078,2332,東急バス（株）,大森駅〔西口〕
大田区,35.589696,139.728003,2333,東急バス（株）,大森駅〔西口〕
大田区,35.589098,139.727704,2334,東急バス（株）,大森駅〔西口〕
大田区,35.587499,139.726884,2335,東急バス（株）,大森駅〔西口〕
大田区,35.588148,139.727152,2336,東急バス（株）,大森駅〔西口〕
大田区,35.588804,139.727606,2337,東急バス（株）,大森駅〔西口〕
品川区,35.589451,139.730169,2338,品川区,大森駅北口
目黒区,35.651356,139.686317,2339,東急バス（株）,大橋
目黒区,35.651602,139.689035,2340,東急バス（株）,大橋
目黒区,35.651601,139.686835,2341,東急バス（株）,大橋
目黒区,35.651963,139.687663,2342,東急バス（株）,大橋
目黒区,35.652024,139.686848,2343,小田急バス（株）,大橋
台東区,35.72125,139.786916,2344,台東区,大正小学校
台東区,35.7212,139.787798,2345,台東区,大正小学校前
足立区,35.77709,139.796866,2346,日立自動車交通,大正新道
足立区,35.777068,139.796867,2347,東武バス,大正新道
台東区,35.70611,139.789932,2348,京成バス（株）,大江戸線蔵前駅
台東区,35.706452,139.790644,2349,台東区,大江戸線蔵前駅
練馬区,35.773548,139.599753,2350,西武バス（株）,大泉中央公園
練馬区,35.758024,139.597517,2351,西武バス（株）,大泉北中学校入口
練馬区,35.763736,139.593704,2352,西武バス（株）,大泉学園小学校入口
練馬区,35.765653,139.594127,2353,西武バス（株）,大泉学園小学校前
練馬区,35.764041,139.591046,2354,西武バス（株）,大泉学園幼稚園前
練馬区,35.766473,139.580738,2355,練馬区,大泉学園町五丁目
練馬区,35.765888,139.58247,2356,練馬区,大泉学園町体育館西
練馬区,35.770477,139.594593,2357,西武バス（株）,大泉学園町八丁目
練馬区,35.76694,139.594657,2358,西武バス（株）,大泉学園町四丁目
練馬区,35.76354,139.581616,2359,練馬区,大泉学園町福祉園入口
練馬区,35.749638,139.587094,2360,西武バス（株）,大泉学園駅北口
練馬区,35.750346,139.587848,2361,練馬区,大泉学園駅北口
練馬区,35.751037,139.587249,2362,西武バス（株）,大泉学園駅北口
練馬区,35.751754,139.585756,2363,西武バス（株）,大泉学園駅北口
練馬区,35.749688,139.586928,2364,西武バス（株）,大泉学園駅北口
練馬区,35.749284,139.586212,2365,西武バス（株）,大泉学園駅南口
練馬区,35.748896,139.586045,2366,西武バス（株）,大泉学園駅南口
練馬区,35.74913,139.586156,2367,西武バス（株）,大泉学園駅南口
練馬区,35.777218,139.589327,2368,西武バス（株）,大泉桜学園
練馬区,35.762031,139.597477,2369,西武バス（株）,大泉桜高校
練馬区,35.775908,139.59241,2370,西武バス（株）,大泉特別支援学校
練馬区,35.76739,139.603716,2371,練馬区,大泉町一丁目
練馬区,35.760809,139.606439,2372,国際興業（株）,大泉町二丁目
練馬区,35.760434,139.605883,2373,西武バス（株）,大泉町二丁目
練馬区,35.757129,139.595221,2374,西武バス（株）,大泉町六丁目
練馬区,35.762496,139.598663,2375,西武バス（株）,大泉町四丁目
練馬区,35.765336,139.599835,2376,西武バス（株）,大泉第一小学校
練馬区,35.76234,139.579428,2377,西武バス（株）,大泉第三小学校
練馬区,35.762263,139.579053,2378,練馬区,大泉第三小学校
練馬区,35.740947,139.574375,2379,練馬区,大泉第二小南
練馬区,35.743232,139.573566,2380,練馬区,大泉第二小学校
練馬区,35.755959,139.573753,2381,練馬区,大泉第四小学校
練馬区,35.765849,139.587513,2382,西武バス（株）,大泉郵便局
練馬区,35.770769,139.586652,2383,西武バス（株）,大泉風致地区
大田区,35.585909,139.751991,2384,京成バス（株）,大田スタジアム
大田区,35.579266,139.758642,2385,都営バス,大田市場
大田区,35.579271,139.758989,2386,京成バス（株）,大田市場事務棟
大田区,35.584416,139.764206,2387,都営バス,大田市場北
大田区,35.582695,139.762546,2388,京成バス（株）,大田市場北門東
大田区,35.582759,139.762672,2389,都営バス,大田市場北門東
大田区,35.582693,139.760937,2390,京成バス（株）,大田市場北門西
大田区,35.582759,139.760987,2391,都営バス,大田市場北門西
大田区,35.578528,139.76062,2392,京成バス（株）,大田市場正門前
大田区,35.579131,139.719305,2393,東急バス（株）,大田文化の森
大田区,35.580008,139.71893,2394,東急バス（株）,大田文化の森
大田区,35.579838,139.720307,2395,東急バス（株）,大田文化の森
大田区,35.564571,139.71131,2396,東急バス（株）,大田都税事務所
大田区,35.564544,139.70954,2397,東急バス（株）,大田都税事務所
世田谷区,35.640277,139.639324,2398,小田急バス（株）,大蔵ランド前
世田谷区,35.640094,139.638695,2399,東急バス（株）,大蔵ランド前
世田谷区,35.634711,139.612715,2400,小田急バス（株）,大蔵二丁目
世田谷区,35.634722,139.612796,2401,東急バス（株）,大蔵二丁目
世田谷区,35.6314,139.615273,2402,東急バス（株）,大蔵第二運動場
板橋区,35.751789,139.692768,2403,国際興業（株）,大谷口上町
板橋区,35.743772,139.689222,2404,国際興業（株）,大谷口二丁目
板橋区,35.781004,139.681986,2405,国際興業（株）,大谷橋
足立区,35.776781,139.846612,2406,東武バス,大谷田
足立区,35.77696,139.846606,2407,東武バス,大谷田
足立区,35.778267,139.843393,2408,東武バス,大谷田一丁目
足立区,35.778129,139.843276,2409,東武バス,大谷田一丁目
足立区,35.781505,139.841642,2410,東武バス,大谷田三丁目
足立区,35.782058,139.846104,2411,東武バス,大谷田二丁目
足立区,35.782385,139.839328,2412,東武バス,大谷田五丁目
足立区,35.779839,139.839497,2413,東武バス,大谷田四丁目
足立区,35.776495,139.844787,2414,東武バス,大谷田陸橋
足立区,35.775993,139.844366,2415,東武バス,大谷田陸橋
荒川区,35.749546,139.777472,2416,都営バス,大門小学校前
板橋区,35.783927,139.648951,2417,板橋区,大門竹の子公園
板橋区,35.784049,139.647924,2418,国際興業（株）,大門竹の子公園
港区,35.65753,139.754602,2419,都営バス,大門駅前
荒川区,35.731024,139.790431,2420,都営バス,大関横丁
荒川区,35.730761,139.790868,2421,都営バス,大関横丁
大田区,35.552419,139.741252,2422,京成バス（株）,大鳥居
大田区,35.551476,139.740801,2423,京成バス（株）,大鳥居
大田区,35.552414,139.741354,2424,京成バス（株）,大鳥居
大田区,35.552835,139.740123,2425,京成バス（株）,大鳥居
目黒区,35.631941,139.707105,2426,東急バス（株）,大鳥神社前
目黒区,35.632993,139.707995,2427,東急バス（株）,大鳥神社前
目黒区,35.632132,139.708995,2428,東急バス（株）,大鳥神社前
目黒区,35.632019,139.707333,2429,東急バス（株）,大鳥神社前
目黒区,35.631981,139.707247,2430,東急バス（株）,大鳥神社前
足立区,35.809426,139.820798,2431,東武バス,大鷲神社入口
練馬区,35.775087,139.585888,2432,西武バス（株）,天沼マーケット前
品川区,35.623021,139.750866,2433,都営バス,天王洲アイル
品川区,35.621238,139.750773,2434,都営バス,天王洲アイル
品川区,35.623238,139.749933,2435,都営バス,天王洲アイル
品川区,35.619768,139.750696,2436,都営バス,天王洲公園前
品川区,35.621106,139.746148,2437,都営バス,天王洲橋
品川区,35.619834,139.746457,2438,都営バス,天王洲橋
品川区,35.62124,139.745788,2439,都営バス,天王洲橋
港区,35.62615,139.750217,2440,都営バス,天王洲運河
港区,35.627504,139.749893,2441,都営バス,天王洲運河
港区,35.647577,139.723542,2442,港区,天現寺橋
渋谷区,35.647251,139.722561,2443,都営バス,天現寺橋
港区,35.647531,139.723611,2444,都営バス,天現寺橋
港区,35.647268,139.723473,2445,都営バス,天現寺橋
世田谷区,35.613952,139.644522,2446,東急バス（株）,天祖神社
世田谷区,35.614398,139.646203,2447,東急バス（株）,天祖神社裏
文京区,35.708098,139.770633,2448,文京区,天神下
世田谷区,35.62167,139.609393,2449,東急バス（株）,天神森橋
江戸川区,35.717097,139.87138,2450,京成バス（株）,天神橋
江戸川区,35.71699,139.871461,2451,都営バス,天神橋
大田区,35.548403,139.754234,2452,川崎鶴見臨港バス,天空橋駅
大田区,35.548229,139.754749,2453,京成バス（株）,天空橋駅
大田区,35.54817,139.754233,2454,京成バス（株）,天空橋駅
世田谷区,35.647672,139.668907,2455,小田急バス（株）,太子堂
世田谷区,35.6513,139.670184,2456,東急バス（株）,太子堂中学校
墨田区,35.70107,139.810178,2457,都営バス,太平一丁目
墨田区,35.701711,139.814772,2458,都営バス,太平三丁目
墨田区,35.701779,139.814549,2459,都営バス,太平三丁目
墨田区,35.70079,139.814856,2460,都営バス,太平三丁目
墨田区,35.701184,139.812282,2461,都営バス,太平二丁目
墨田区,35.70124,139.817428,2462,都営バス,太平四丁目
大田区,35.598721,139.703675,2463,東急バス（株）,夫婦坂
大田区,35.599858,139.703748,2464,東急バス（株）,夫婦坂
大田区,35.599477,139.703288,2465,東急バス（株）,夫婦坂
大田区,35.599303,139.704298,2466,東急バス（株）,夫婦坂
葛飾区,35.731009,139.858615,2467,京成バス（株）,奥戸一丁目
葛飾区,35.734754,139.863847,2468,都営バス,奥戸三丁目
葛飾区,35.734558,139.862193,2469,京成バス（株）,奥戸三丁目
葛飾区,35.733352,139.860954,2470,京成バス（株）,奥戸三丁目南
葛飾区,35.73532,139.860433,2471,都営バス,奥戸二丁目
葛飾区,35.735135,139.860777,2472,京成バス（株）,奥戸二丁目
葛飾区,35.731214,139.86848,2473,都営バス,奥戸六丁目
葛飾区,35.739124,139.864889,2474,京成バス（株）,奥戸小学校
葛飾区,35.734225,139.868061,2475,京成バス（株）,奥戸新橋
葛飾区,35.736692,139.854074,2476,京成バス（株）,奥戸車庫
葛飾区,35.740192,139.862966,2477,京成バス（株）,奥戸運動場
世田谷区,35.60651,139.658559,2478,東急バス（株）,奥沢七丁目
世田谷区,35.605277,139.674987,2479,東急バス（株）,奥沢二丁目
世田谷区,35.605044,139.665135,2480,東急バス（株）,奥沢六丁目
世田谷区,35.605137,139.666084,2481,東急バス（株）,奥沢六丁目
世田谷区,35.604106,139.671835,2482,東急バス（株）,奥沢駅北口
世田谷区,35.602833,139.672147,2483,東急バス（株）,奥沢駅南口
世田谷区,35.599913,139.673065,2484,東急バス（株）,奥沢駅通り
台東区,35.716714,139.794645,2485,都営バス,奥浅草
台東区,35.717413,139.794418,2486,都営バス,奥浅草
台東区,35.717132,139.793715,2487,都営バス,奥浅草
練馬区,35.731316,139.573917,2488,西武バス（株）,女子学院入口
練馬区,35.731281,139.573946,2489,練馬区,女子学院入口
北区,35.741714,139.751557,2490,北区,女子聖学院
練馬区,35.750974,139.589043,2491,西武バス（株）,妙延寺前
練馬区,35.750799,139.5894,2492,西武バス（株）,妙延寺前
練馬区,35.751137,139.579421,2493,練馬区,妙福寺
板橋区,35.763168,139.712676,2494,関東バス（株）,姥ヶ橋
北区,35.763436,139.712556,2495,都営バス,姥ヶ橋
北区,35.763408,139.712563,2496,国際興業（株）,姥ヶ橋
北区,35.763404,139.712459,2497,国際興業（株）,姥ヶ橋
北区,35.763118,139.714188,2498,国際興業（株）,姥ヶ橋
荒川区,35.7393,139.778258,2499,京成バス（株）,子ども家庭支援センター
足立区,35.756902,139.80202,2500,足立区,学びピア前
足立区,35.756926,139.80202,2501,足立区,学びピア前
足立区,35.756902,139.802022,2502,足立区,学びピア前
練馬区,35.755837,139.587389,2503,西武バス（株）,学園橋
練馬区,35.772437,139.595736,2504,練馬区,学園町八丁目東
練馬区,35.768662,139.587024,2505,練馬区,学園通り補助230号線
江東区,35.671857,139.83197,2506,都営バス,学校通り
練馬区,35.728342,139.651329,2507,関東バス（株）,学田橋
葛飾区,35.777501,139.860538,2508,京成バス（株）,学童保育クラブ
豊島区,35.716,139.712063,2509,都営バス,学習院下
豊島区,35.715895,139.712198,2510,都営バス,学習院下
新宿区,35.709065,139.709199,2511,都営バス,学習院女子大学前
新宿区,35.707787,139.709116,2512,都営バス,学習院女子大学前
練馬区,35.745088,139.586222,2513,西武バス（株）,学芸大付属前
練馬区,35.745643,139.586291,2514,西武バス（株）,学芸大付属前
世田谷区,35.634987,139.680213,2515,東急バス（株）,学芸大学附属高校
世田谷区,35.634391,139.679245,2516,東急バス（株）,学芸大学附属高校
目黒区,35.629881,139.686203,2517,東急バス（株）,学芸大学駅
