市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称
江東区,35.641092,139.795553,3609,都営バス,有明小中学校前
港区,35.651964,139.724116,3610,港区,有栖川宮記念公園
千代田区,35.673269,139.762313,3611,高速バス,有楽町マリオン前
千代田区,35.673651,139.762149,3612,東武バス,有楽町マリオン前
千代田区,35.673283,139.762348,3613,成田空港交通,有楽町マリオン前
千代田区,35.67561,139.762514,3614,都営バス,有楽町駅前
千代田区,35.675257,139.762382,3615,日立自動車交通,有楽町駅前
千代田区,35.675385,139.762734,3616,都営バス,有楽町駅前
世田谷区,35.650532,139.619366,3617,小田急バス（株）,有隣病院前
渋谷区,35.665058,139.686672,3618,渋谷区,望星高校
世田谷区,35.658967,139.620481,3619,京王バス,朝日新聞社前
世田谷区,35.659368,139.619619,3620,京王バス,朝日新聞社前
世田谷区,35.659589,139.621022,3621,京王バス,朝日新聞社前
世田谷区,35.659377,139.619618,3622,小田急バス（株）,朝日新聞社前
中央区,35.659993,139.785381,3623,中央区,朝潮橋南
江東区,35.665861,139.802776,3624,江東区,木場一丁目
江東区,35.672871,139.806611,3625,都営バス,木場三丁目
江東区,35.672806,139.806331,3626,都営バス,木場三丁目
江東区,35.66938,139.803424,3627,都営バス,木場二丁目
江東区,35.669689,139.803513,3628,都営バス,木場二丁目
江東区,35.669714,139.803715,3629,江東区,木場二丁目
江東区,35.677159,139.806844,3630,都営バス,木場公園
江東区,35.667544,139.80506,3631,都営バス,木場六丁目ギャザリア前
江東区,35.667936,139.805564,3632,江東区,木場六丁目ギャザリア前
江東区,35.674816,139.806979,3633,都営バス,木場四丁目
江東区,35.674822,139.806707,3634,都営バス,木場四丁目
江東区,35.669508,139.806451,3635,都営バス,木場駅前
江東区,35.669269,139.807384,3636,都営バス,木場駅前
江東区,35.669565,139.805153,3637,都営バス,木場駅前
江東区,35.669861,139.80578,3638,都営バス,木場駅前
足立区,35.767088,139.807001,3639,東武バス,末広町
江戸川区,35.71893,139.868389,3640,京成バス（株）,本一色
江戸川区,35.718996,139.868246,3641,都営バス,本一色
江戸川区,35.719366,139.867788,3642,京成バス（株）,本一色
江戸川区,35.71654,139.86925,3643,京成バス（株）,本一色一丁目
大田区,35.569715,139.730896,3644,京成バス（株）,本宿
墨田区,35.704287,139.796376,3645,都営バス,本所一丁目
墨田区,35.704139,139.796964,3646,都営バス,本所一丁目
墨田区,35.703049,139.796788,3647,都営バス,本所一丁目
墨田区,35.702807,139.797074,3648,都営バス,本所一丁目
墨田区,35.705395,139.802108,3649,京成バス（株）,本所中学校入口
墨田区,35.703642,139.800648,3650,都営バス,本所二丁目
墨田区,35.708771,139.805128,3651,都営バス,本所吾妻橋
墨田区,35.708658,139.802961,3652,都営バス,本所吾妻橋
墨田区,35.708536,139.805113,3653,京成バス（株）,本所吾妻橋
墨田区,35.70842,139.803483,3654,都営バス,本所吾妻橋
墨田区,35.709437,139.804313,3655,京成バス（株）,本所吾妻橋駅北〔源森橋〕
墨田区,35.70876,139.806059,3656,京成バス（株）,本所吾妻橋駅東〔南蔵院跡〕
墨田区,35.70428,139.804596,3657,都営バス,本所四丁目
墨田区,35.703831,139.805178,3658,都営バス,本所四丁目
墨田区,35.705106,139.816252,3659,京成バス（株）,本所防災館入口
足立区,35.768454,139.785782,3660,東武バス,本木二丁目
足立区,35.759819,139.78235,3661,足立区,本木南町
足立区,35.759927,139.781123,3662,足立区,本木南町
足立区,35.759838,139.782656,3663,東武バス,本木南町
足立区,35.759794,139.782185,3664,足立区,本木南町
足立区,35.765044,139.781106,3665,東武バス,本木小学校
足立区,35.763193,139.78407,3666,東武バス,本木新道
足立区,35.77477,139.77441,3667,日立自動車交通,本木町第二アパート
港区,35.65078,139.727949,3668,港区,本村小学校入口
渋谷区,35.680954,139.680108,3669,京王バス,本町一丁目
渋谷区,35.681402,139.680867,3670,渋谷区,本町一丁目
中野区,35.697554,139.675037,3671,都営バス,本町三丁目
渋谷区,35.68897,139.682716,3672,京王バス,本町三丁目
渋谷区,35.689239,139.681915,3673,京王バス,本町三丁目
中央区,35.689717,139.776669,3674,都営バス,本町三丁目
足立区,35.778553,139.806093,3675,東武バス,本町五丁目
渋谷区,35.685313,139.677037,3676,渋谷区,本町五丁目
中野区,35.6973,139.665793,3677,都営バス,本町六丁目
渋谷区,35.686926,139.680594,3678,渋谷区,本町区民施設
渋谷区,35.687717,139.678729,3679,京王バス,本町四丁目
渋谷区,35.685598,139.678859,3680,渋谷区,本町四丁目[ハチ公バス]
渋谷区,35.68378,139.674923,3681,渋谷区,本町幼稚園
北区,35.754852,139.732325,3682,国際興業（株）,本町通り〔北区王子本町〕
中央区,35.685181,139.772809,3683,中央区,本石町一丁目[日本橋三越前]
中央区,35.687764,139.771757,3684,中央区,本石町三丁目
大田区,35.547783,139.727286,3685,京成バス（株）,本羽田一丁目
大田区,35.547561,139.73412,3686,京成バス（株）,本羽田三丁目
大田区,35.548309,139.73004,3687,京成バス（株）,本羽田二丁目
板橋区,35.768674,139.702746,3688,国際興業（株）,本蓮沼駅
板橋区,35.768178,139.702536,3689,国際興業（株）,本蓮沼駅
江戸川区,35.708934,139.903261,3690,京成バス（株）,本郷
文京区,35.706732,139.760866,3691,都営バス,本郷三丁目駅前
文京区,35.70744,139.761227,3692,都営バス,本郷三丁目駅前
文京区,35.707543,139.759685,3693,都営バス,本郷三丁目駅前
文京区,35.705193,139.761163,3694,都営バス,本郷二丁目
文京区,35.705193,139.760853,3695,文京区,本郷二丁目
文京区,35.713236,139.756601,3696,都営バス,本郷六丁目
江戸川区,35.709307,139.904891,3697,京成バス（株）,本郷花街道
文京区,35.719006,139.757469,3698,都営バス,本郷追分
大田区,35.573079,139.705409,3699,東急バス（株）,本門寺前
大田区,35.573138,139.704962,3700,東急バス（株）,本門寺前
大田区,35.580825,139.701127,3701,東急バス（株）,本門寺裏
大田区,35.580973,139.701799,3702,東急バス（株）,本門寺裏
大田区,35.581666,139.700863,3703,東急バス（株）,本門寺裏
文京区,35.73082,139.753864,3704,文京区,本駒込三丁目〔Bーぐる〕
文京区,35.724767,139.754084,3705,都営バス,本駒込三丁目〔都営バス〕
文京区,35.726858,139.7468,3706,都営バス,本駒込二丁目
文京区,35.733556,139.753831,3707,都営バス,本駒込五丁目
豊島区,35.730987,139.741748,3708,文京区,本駒込六丁目
文京区,35.730931,139.741806,3709,都営バス,本駒込六丁目
文京区,35.733232,139.757023,3710,都営バス,本駒込四丁目
中野区,35.69816,139.667573,3711,京王バス,杉山公園
中野区,35.698016,139.6674,3712,京王バス,杉山公園
墨田区,35.706924,139.831546,3713,京成バス（株）,東あずま駅
目黒区,35.628315,139.671776,3714,東急バス（株）,東が丘一丁目
目黒区,35.629647,139.662914,3715,東急バス（株）,東が丘二丁目
渋谷区,35.650126,139.71008,3716,都営バス,東三丁目
葛飾区,35.723051,139.853052,3717,京成バス（株）,東上平井
台東区,35.7074,139.77936,3718,都営バス,東上野一丁目
台東区,35.711014,139.783446,3719,都営バス,東上野六丁目
台東区,35.711181,139.784291,3720,都営バス,東上野六丁目
大田区,35.595519,139.69021,3721,東急バス（株）,東中
練馬区,35.75641,139.649917,3722,国際興業（株）,東中学校入口
中野区,35.70696,139.683294,3723,西武バス（株）,東中野
中野区,35.701466,139.684942,3724,関東バス（株）,東中野一丁目
中野区,35.700991,139.682208,3725,関東バス（株）,東中野二丁目
中野区,35.700419,139.682995,3726,京王バス,東中野二丁目
中野区,35.700854,139.681248,3727,京王バス,東中野二丁目
中野区,35.709746,139.688218,3728,関東バス（株）,東中野区民活動センター
中野区,35.708694,139.687123,3729,関東バス（株）,東中野本通り
中野区,35.705853,139.685835,3730,関東バス（株）,東中野駅入口
中野区,35.706382,139.683772,3731,関東バス（株）,東中野駅大江戸線口
中野区,35.706934,139.686321,3732,関東バス（株）,東中野駅東口
中野区,35.706351,139.683297,3733,西武バス（株）,東中野駅西口
渋谷区,35.65237,139.709083,3734,都営バス,東二丁目
渋谷区,35.652392,139.709073,3735,渋谷区,東二丁目
品川区,35.625906,139.725259,3736,都営バス,東五反田一丁目
品川区,35.625122,139.730575,3737,都営バス,東五反田三丁目
新宿区,35.708349,139.739055,3738,都営バス,東五軒町
新宿区,35.708696,139.738806,3739,都営バス,東五軒町
千代田区,35.700001,139.750895,3740,千代田区,東京しごとセンター
新宿区,35.683402,139.687068,3741,京王バス,東京オペラシティ
渋谷区,35.680921,139.688605,3742,京王バス,東京オペラシティ南
新宿区,35.682782,139.689086,3743,都営バス,東京オペラシティ南
渋谷区,35.681819,139.688849,3744,都営バス,東京オペラシティ南
新宿区,35.682981,139.688712,3745,都営バス,東京オペラシティ南
新宿区,35.682932,139.688621,3746,小田急バス（株）,東京オペラシティ南
千代田区,35.680098,139.737486,3747,高速バス,東京ガーデンテラス紀尾井町
千代田区,35.686987,139.766207,3748,日の丸自動車興業,東京サンケイビル
中央区,35.681863,139.787295,3749,日の丸自動車興業,東京シティ・エアターミナル
墨田区,35.710307,139.809914,3750,東武バス,東京スカイツリータウン
墨田区,35.709679,139.810174,3751,京成バス（株）,東京スカイツリータウン
墨田区,35.710442,139.811541,3752,高速バス,東京スカイツリータウン
墨田区,35.708748,139.81045,3753,京成バス（株）,東京スカイツリータウン前
墨田区,35.711639,139.81026,3754,高速バス,東京スカイツリー北
港区,35.65805,139.745862,3755,都営バス,東京タワー〔構内〕
港区,35.658207,139.745179,3756,高速バス,東京タワー〔構内〕
港区,35.657197,139.746151,3757,都営バス,東京タワー〔都道沿い〕
港区,35.657827,139.746936,3758,東急バス（株）,東京タワー〔都道沿い〕
江東区,35.626919,139.778484,3759,高速バス,東京テレポート駅
江東区,35.62666,139.779712,3760,高速バス,東京テレポート駅
江東区,35.626662,139.779559,3761,高速バス,東京テレポート駅
江東区,35.626723,139.778486,3762,高速バス,東京テレポート駅
江東区,35.627127,139.779361,3763,高速バス,東京テレポート駅
江東区,35.626841,139.779723,3764,京成バス（株）,東京テレポート駅
江東区,35.626958,139.779495,3765,都営バス,東京テレポート駅前
江東区,35.62719,139.779022,3766,都営バス,東京テレポート駅前
江東区,35.62712,139.779366,3767,都営バス,東京テレポート駅前
文京区,35.706463,139.754446,3768,都営バス,東京ドームシティ
文京区,35.706129,139.754097,3769,都営バス,東京ドームシティ
文京区,35.703376,139.753633,3770,文京区,東京ドームホテル
文京区,35.703036,139.753555,3771,高速バス,東京ドームホテル
文京区,35.703376,139.753512,3772,高速バス,東京ドームホテル
文京区,35.703706,139.753451,3773,高速バス,東京ドームホテル
文京区,35.703553,139.753516,3774,高速バス,東京ドームホテル
江東区,35.630358,139.79355,3775,高速バス,東京ビッグサイト〔バス〕
江東区,35.6301,139.793215,3776,都営バス,東京ビッグサイト〔バス〕
江東区,35.630453,139.793454,3777,高速バス,東京ビッグサイト〔バス〕
江東区,35.63023,139.793125,3778,都営バス,東京ビッグサイト〔バス〕
江東区,35.632014,139.794233,3779,都営バス,東京ビッグサイト東棟前
江東区,35.631654,139.794347,3780,都営バス,東京ビッグサイト東棟前
江東区,35.630029,139.791375,3781,都営バス,東京ビッグサイト駅前
港区,35.658957,139.748579,3782,,東京プリンスホテル
江東区,35.63577,139.836563,3783,都営バス,東京ヘリポート前
新宿区,35.688782,139.709443,3784,京王バス,東京メトロ新宿御苑前駅
新宿区,35.688782,139.709444,3785,京王バス,東京メトロ新宿御苑前駅
荒川区,35.738003,139.807013,3786,京成バス（株）,東京リバーサイド病院
荒川区,35.738022,139.807103,3787,京成バス（株）,東京リバーサイド病院
練馬区,35.720061,139.582722,3788,西武バス（株）,東京三育小学校入口
練馬区,35.720468,139.582484,3789,西武バス（株）,東京三育小学校入口
目黒区,35.640409,139.702417,3790,東急バス（株）,東京共済病院前
目黒区,35.640891,139.702486,3791,東急バス（株）,東京共済病院前
港区,35.627991,139.756165,3792,都営バス,東京出入国在留管理局前
港区,35.627939,139.75573,3793,都営バス,東京出入国在留管理局前
北区,35.784074,139.711002,3794,国際興業（株）,東京北医療センター
北区,35.783398,139.709913,3795,国際興業（株）,東京北医療センター入口
北区,35.783148,139.710044,3796,国際興業（株）,東京北医療センター入口
足立区,35.783278,139.765569,3797,国際興業（株）,東京北部病院前
足立区,35.783091,139.767189,3798,都営バス,東京北部病院前
足立区,35.783124,139.765493,3799,東武バス,東京北部病院前
足立区,35.782158,139.765069,3800,足立区,東京北部病院前
新宿区,35.694073,139.694209,3801,西武バス（株）,東京医大病院前
新宿区,35.694484,139.692268,3802,都営バス,東京医大病院前
目黒区,35.625553,139.667188,3803,東急バス（株）,東京医療センター
目黒区,35.62549,139.667211,3804,東急バス（株）,東京医療センター
目黒区,35.625282,139.665674,3805,東急バス（株）,東京医療センター前
目黒区,35.62452,139.665165,3806,東急バス（株）,東京医療センター前
台東区,35.717163,139.776006,3807,台東区,東京国立博物館
江東区,35.621126,139.774889,3808,都営バス,東京国際クルーズターミナル駅前
江東区,35.621732,139.773039,3809,都営バス,東京国際クルーズターミナル駅前
江東区,35.622336,139.772164,3810,京成バス（株）,東京国際クルーズターミナル駅前
千代田区,35.677477,139.763418,3811,都営バス,東京国際フォーラム前
千代田区,35.678372,139.763457,3812,都営バス,東京国際フォーラム前
千代田区,35.677738,139.763832,3813,東急バス（株）,東京国際フォーラム前
江東区,35.662711,139.823884,3814,都営バス,東京地下鉄総合運動場前
新宿区,35.697517,139.719749,3815,都営バス,東京女子医大前
新宿区,35.697467,139.720036,3816,都営バス,東京女子医大前
新宿区,35.697304,139.720524,3817,都営バス,東京女子医大前
足立区,35.773105,139.765845,3818,東武バス,東京女子医大足立医療センター
足立区,35.773245,139.765558,3819,都営バス,東京女子医大足立医療センター
足立区,35.774102,139.765447,3820,足立区,東京女子医大足立医療センター前
足立区,35.773245,139.765558,3821,都営バス,東京女子医大足立医療センター前
渋谷区,35.655635,139.7175,3822,都営バス,東京女学館前
目黒区,35.627283,139.702959,3823,東急バス（株）,東京学園高校通り
千代田区,35.691697,139.742257,3824,千代田区,東京家政学院前
新宿区,35.70432,139.698199,3825,関東バス（株）,東京山手メディカルセンター
品川区,35.606719,139.744719,3826,都営バス,東京工科専門学校前
新宿区,35.703202,139.742049,3827,都営バス,東京新宿メディカルセンター前
千代田区,35.677843,139.760931,3828,日の丸自動車興業,東京會舘
台東区,35.701738,139.777016,3829,京成バス（株）,東京法務局台東出張所前
港区,35.629058,139.747529,3830,都営バス,東京海洋大学本部前
港区,35.628785,139.747367,3831,都営バス,東京海洋大学本部前
江東区,35.667205,139.793375,3832,都営バス,東京海洋大学越中島校舎前
江東区,35.667274,139.793651,3833,都営バス,東京海洋大学越中島校舎前
渋谷区,35.672581,139.671388,3834,京王バス,東京消防学校西
江東区,35.617147,139.795177,3835,JRバス関東（株）,東京港フェリーターミナル
江東区,35.61751,139.776395,3836,都営バス,東京港湾合同庁舎前
江東区,35.61709,139.776171,3837,京成バス（株）,東京港湾合同庁舎前
大田区,35.584888,139.756543,3838,京成バス（株）,東京港野鳥公園
品川区,35.594475,139.765981,3839,都営バス,東京税関大井出張所前
大田区,35.553757,139.782837,3840,京成バス（株）,東京空港事務所前
江戸川区,35.653736,139.853936,3841,都営バス,東京臨海病院前
江戸川区,35.65258,139.854098,3842,京成バス（株）,東京臨海病院前
江戸川区,35.651744,139.855012,3843,都営バス,東京臨海病院前
豊島区,35.729921,139.707687,3844,豊島区,東京芸術劇場
中野区,35.70994,139.660641,3845,関東バス（株）,東京警察病院北門前
中野区,35.709776,139.659426,3846,関東バス（株）,東京警察病院北門前
中野区,35.70981,139.65934,3847,関東バス（株）,東京警察病院北門前
中野区,35.708839,139.660121,3848,関東バス（株）,東京警察病院正門前
中野区,35.709575,139.660265,3849,関東バス（株）,東京警察病院正門前
中野区,35.709575,139.660305,3850,関東バス（株）,東京警察病院正門前
中野区,35.708876,139.660163,3851,関東バス（株）,東京警察病院正門前
千代田区,35.696972,139.742153,3852,千代田区,東京逓信病院
世田谷区,35.634428,139.60322,3853,東急バス（株）,東京都市大付属中高前
世田谷区,35.634513,139.602901,3854,東急バス（株）,東京都市大付属中高前
世田谷区,35.633593,139.604181,3855,東急バス（株）,東京都市大付属小学校前
世田谷区,35.633675,139.604044,3856,東急バス（株）,東京都市大付属小学校前
世田谷区,35.597342,139.649719,3857,東急バス（株）,東京都市大前
世田谷区,35.603753,139.652532,3858,東急バス（株）,東京都市大北入口
世田谷区,35.596449,139.648603,3859,東急バス（株）,東京都市大南入口
世田谷区,35.597161,139.653515,3860,東急バス（株）,東京都市大東入口
墨田区,35.720849,139.821007,3861,京成バス（株）,東京都済生会向島病院入口
江東区,35.679691,139.806641,3862,都営バス,東京都現代美術館前
千代田区,35.679571,139.768063,3863,高速バス,東京駅〔八重洲南口〕
千代田区,35.680113,139.76827,3864,高速バス,東京駅〔八重洲南口〕
千代田区,35.67976,139.768098,3865,成田空港交通,東京駅〔八重洲南口〕
千代田区,35.679923,139.768168,3866,高速バス,東京駅〔八重洲南口〕
千代田区,35.679579,139.767999,3867,高速バス,東京駅〔八重洲南口〕
千代田区,35.680061,139.76824,3868,高速バス,東京駅〔八重洲南口〕
千代田区,35.679823,139.768071,3869,高速バス,東京駅〔八重洲南口〕
千代田区,35.679499,139.767964,3870,高速バス,東京駅〔八重洲南口〕
千代田区,35.679717,139.768088,3871,高速バス,東京駅〔八重洲南口〕
千代田区,35.679984,139.768197,3872,高速バス,東京駅〔八重洲南口〕
千代田区,35.679823,139.768072,3873,高速バス,東京駅〔八重洲南口〕
千代田区,35.679806,139.768114,3874,高速バス,東京駅〔八重洲南口〕
千代田区,35.679858,139.768138,3875,高速バス,東京駅〔八重洲南口〕
千代田区,35.679484,139.767938,3876,高速バス,東京駅〔八重洲南口〕
千代田区,35.679825,139.768066,3877,高速バス,東京駅〔八重洲南口〕
千代田区,35.679392,139.767943,3878,高速バス,東京駅〔八重洲南口〕
千代田区,35.67939,139.767924,3879,高速バス,東京駅〔八重洲南口〕
千代田区,35.680173,139.768396,3880,高速バス,東京駅〔八重洲南口〕
千代田区,35.678549,139.767596,3881,神奈川中央交通（株）,東京駅〔八重洲南口〕
千代田区,35.683365,139.769058,3882,関東鉄道（株）,東京駅〔日本橋口〕
千代田区,35.683449,139.768817,3883,成田空港交通,東京駅〔日本橋口〕
千代田区,35.683526,139.769399,3884,高速バス,東京駅〔日本橋口〕
千代田区,35.683366,139.769057,3885,高速バス,東京駅〔日本橋口〕
千代田区,35.683797,139.768873,3886,高速バス,東京駅〔日本橋口〕
千代田区,35.683656,139.76886,3887,高速バス,東京駅〔日本橋口〕
千代田区,35.683003,139.766476,3888,高速バス,東京駅丸の内北口
千代田区,35.682021,139.765743,3889,都営バス,東京駅丸の内北口
千代田区,35.680488,139.764732,3890,都営バス,東京駅丸の内北口
千代田区,35.68215,139.765094,3891,都営バス,東京駅丸の内北口
千代田区,35.681174,139.764751,3892,東急バス（株）,東京駅丸の内南口
千代田区,35.681002,139.764689,3893,都営バス,東京駅丸の内南口
千代田区,35.681107,139.765539,3894,JRバス関東（株）,東京駅丸の内南口
千代田区,35.680747,139.764826,3895,都営バス,東京駅丸の内南口
千代田区,35.682253,139.770033,3896,中央区,東京駅八重洲北口
千代田区,35.682786,139.770341,3897,日立自動車交通,東京駅八重洲北口
千代田区,35.682634,139.770024,3898,高速バス,東京駅八重洲北口〔鉄鋼ビル〕
千代田区,35.682782,139.770338,3899,日の丸自動車興業,東京駅八重洲口
千代田区,35.679239,139.76794,3900,都営バス,東京駅八重洲口
千代田区,35.67978,139.768275,3901,都営バス,東京駅八重洲口
千代田区,35.682629,139.77074,3902,船橋新京成バス,東京駅八重洲口前
千代田区,35.68263,139.77074,3903,高速バス,東京駅八重洲口前
千代田区,35.680215,139.769887,3904,平和交通,東京駅八重洲口前
千代田区,35.679297,139.768623,3905,高速バス,東京駅八重洲口前
千代田区,35.682577,139.770708,3906,京成バス（株）,東京駅八重洲口前
千代田区,35.68019,139.769912,3907,成田空港交通,東京駅八重洲口前
千代田区,35.679911,139.768201,3908,成田空港交通,東京駅八重洲口前
中央区,35.679758,139.771117,3909,高速バス,東京駅八重洲通り
中央区,35.679809,139.770974,3910,高速バス,東京駅八重洲通り
千代田区,35.676573,139.766211,3911,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676777,139.766329,3912,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676899,139.765976,3913,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676607,139.765877,3914,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676651,139.765979,3915,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676739,139.765949,3916,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676836,139.766081,3917,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676843,139.766084,3918,高速バス,東京駅鍛冶橋駐車場
千代田区,35.676842,139.766083,3919,高速バス,東京駅鍛冶橋駐車場
港区,35.629958,139.732305,3920,港区,東京高輪病院
足立区,35.790515,139.817079,3921,東武バス,東保木間
足立区,35.789368,139.812306,3922,足立区,東保木間一丁目
品川区,35.604491,139.726714,3923,東急バス（株）,東光寺前
大田区,35.552449,139.718753,3924,京成バス（株）,東六郷一丁目
大田区,35.541422,139.712804,3925,京成バス（株）,東六郷三丁目
江東区,35.64187,139.800773,3926,高速バス,東北急行東京営業所〔東雲車庫〕
世田谷区,35.665722,139.673494,3927,東急バス（株）,東北沢駅
北区,35.770958,139.725762,3928,関東バス（株）,東十条六丁目
北区,35.767861,139.727919,3929,都営バス,東十条四丁目
北区,35.768708,139.726894,3930,国際興業（株）,東十条四丁目
北区,35.768534,139.727133,3931,関東バス（株）,東十条四丁目
北区,35.76783,139.727905,3932,国際興業（株）,東十条四丁目〔環七通り〕
江東区,35.64006,139.835148,3933,都営バス,東千石橋
足立区,35.800796,139.778912,3934,東武バス,東古千谷
墨田区,35.720042,139.815811,3935,都営バス,東向島一丁目
墨田区,35.725211,139.821481,3936,都営バス,東向島五丁目
墨田区,35.727444,139.823896,3937,都営バス,東向島六丁目
墨田区,35.72183,139.817811,3938,都営バス,東向島広小路
墨田区,35.721583,139.819299,3939,都営バス,東向島広小路
足立区,35.768504,139.835644,3940,東武バス,東和一丁目
足立区,35.768333,139.835776,3941,東武バス,東和一丁目
足立区,35.768579,139.835672,3942,朝日バス,東和一丁目
足立区,35.769371,139.838414,3943,東武バス,東和一丁目東
足立区,35.772796,139.839991,3944,東武バス,東和三丁目
足立区,35.773066,139.839759,3945,東武バス,東和三丁目
足立区,35.772771,139.840004,3946,日立自動車交通,東和三丁目
足立区,35.769941,139.841377,3947,東武バス,東和二丁目
足立区,35.770048,139.84165,3948,東武バス,東和二丁目
足立区,35.774103,139.8394,3949,東武バス,東和五丁目
足立区,35.774835,139.840225,3950,東武バス,東和五丁目
足立区,35.77442,139.838741,3951,日立自動車交通,東和五丁目
足立区,35.776723,139.838695,3952,東武バス,東和五丁目
足立区,35.771129,139.839253,3953,東武バス,東和住区センター
足立区,35.771707,139.839035,3954,東武バス,東和住区センター入口
足立区,35.772211,139.839844,3955,東武バス,東和住区センター北1
足立区,35.771999,139.839156,3956,東武バス,東和住区センター北2
足立区,35.771003,139.840634,3957,東武バス,東和住区センター東
足立区,35.773988,139.842968,3958,東武バス,東和四丁目
足立区,35.773071,139.843228,3959,日立自動車交通,東和病院前
足立区,35.772594,139.841026,3960,日立自動車交通,東和郵便局前
品川区,35.613087,139.750099,3961,都営バス,東品川ゆうゆうプラザ前
品川区,35.620624,139.742484,3962,都営バス,東品川一丁目
品川区,35.620559,139.742795,3963,都営バス,東品川一丁目
品川区,35.614789,139.747615,3964,都営バス,東品川三丁目
品川区,35.615846,139.747909,3965,都営バス,東品川三丁目
品川区,35.615276,139.747392,3966,都営バス,東品川三丁目
品川区,35.623783,139.753992,3967,都営バス,東品川五丁目
品川区,35.615748,139.750366,3968,都営バス,東品川橋
渋谷区,35.654856,139.713558,3969,都営バス,東四丁目
渋谷区,35.655152,139.713996,3970,都営バス,東四丁目
板橋区,35.783116,139.687801,3971,国際興業（株）,東坂下二丁目
墨田区,35.716139,139.832904,3972,都営バス,東墨田一丁目
墨田区,35.719013,139.834126,3973,都営バス,東墨田三丁目
墨田区,35.721817,139.830764,3974,都営バス,東墨田二丁目
墨田区,35.721396,139.830631,3975,京成バス（株）,東墨田二丁目
墨田区,35.721302,139.832463,3976,都営バス,東墨田会館前
渋谷区,35.658237,139.690361,3977,東急バス（株）,東大前〔駒場〕
渋谷区,35.658338,139.690301,3978,京王バス,東大前〔駒場〕
港区,35.640144,139.722339,3979,都営バス,東大医科研病院西門
江東区,35.689246,139.844677,3980,都営バス,東大島駅入口
江東区,35.691387,139.843996,3981,都営バス,東大島駅入口
江東区,35.689874,139.844873,3982,都営バス,東大島駅入口
江東区,35.689949,139.845474,3983,都営バス,東大島駅前〔大島口〕
江東区,35.690116,139.846072,3984,都営バス,東大島駅前〔大島口〕
江東区,35.69007,139.845673,3985,都営バス,東大島駅前〔大島口〕
江戸川区,35.689489,139.84891,3986,都営バス,東大島駅前〔小松川口〕
江戸川区,35.689181,139.848832,3987,都営バス,東大島駅前〔小松川口〕
文京区,35.71324,139.764238,3988,都営バス,東大構内
文京区,35.712338,139.759688,3989,都営バス,東大正門前
練馬区,35.7506,139.594221,3990,西武バス（株）,東大泉二丁目
練馬区,35.750719,139.581732,3991,練馬区,東大泉四丁目
文京区,35.711143,139.764023,3992,都営バス,東大病院前
渋谷区,35.661371,139.687739,3993,東急バス（株）,東大裏
渋谷区,35.661402,139.687822,3994,京王バス,東大裏
渋谷区,35.661557,139.688093,3995,京王バス,東大裏
文京区,35.71003,139.760283,3996,都営バス,東大赤門前
文京区,35.715504,139.759472,3997,都営バス,東大農学部前
文京区,35.716439,139.758583,3998,都営バス,東大農学部前
中野区,35.686321,139.67192,3999,京王バス,東大附属
世田谷区,35.632842,139.606647,4000,東急バス（株）,東宝前
世田谷区,35.632691,139.605967,4001,小田急バス（株）,東宝前
江戸川区,35.722402,139.889976,4002,京成バス（株）,東小岩一丁目
江戸川区,35.724281,139.895458,4003,京成バス（株）,東小岩二丁目
江戸川区,35.724633,139.895431,4004,京成バス（株）,東小岩二丁目
江戸川区,35.733979,139.891215,4005,京成バス（株）,東小岩六丁目
江戸川区,35.733994,139.892111,4006,京成バス（株）,東小岩六丁目
江戸川区,35.699444,139.867956,4007,都営バス,東小松川一丁目
江戸川区,35.697766,139.867733,4008,都営バス,東小松川一丁目
江戸川区,35.699819,139.867775,4009,都営バス,東小松川一丁目
江戸川区,35.698112,139.868248,4010,都営バス,東小松川一丁目
江戸川区,35.695075,139.867871,4011,都営バス,東小松川二丁目
江戸川区,35.695326,139.867682,4012,都営バス,東小松川二丁目
江戸川区,35.69187,139.867732,4013,都営バス,東小松川小学校前
江戸川区,35.693012,139.867589,4014,都営バス,東小松川小学校前
江戸川区,35.688143,139.864772,4015,都営バス,東小松川車庫前
江戸川区,35.688313,139.864544,4016,都営バス,東小松川車庫前
荒川区,35.747089,139.769484,4017,都営バス,東尾久五丁目
荒川区,35.746538,139.769719,4018,都営バス,東尾久五丁目
荒川区,35.749499,139.774753,4019,都営バス,東尾久六丁目〔都営〕
目黒区,35.647721,139.694295,4020,東急バス（株）,東山一丁目
目黒区,35.647496,139.69419,4021,東急バス（株）,東山一丁目
目黒区,35.648025,139.693304,4022,東急バス（株）,東山一丁目
板橋区,35.752979,139.685274,4023,関東バス（株）,東山町
板橋区,35.753648,139.685784,4024,都営バス,東山町
品川区,35.607466,139.733718,4025,東急バス（株）,東急大井町駅
渋谷区,35.660379,139.696273,4026,東急バス（株）,東急百貨店本店前
渋谷区,35.660168,139.696085,4027,京王バス,東急百貨店本店前
渋谷区,35.660783,139.696803,4028,都営バス,東急百貨店本店前
