市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称,バス停数
新宿区,35.701596,139.699654,3179,都営バス,新大久保駅前,2
豊島区,35.726584,139.729903,3180,都営バス,新大塚,4
文京区,35.716644,139.73409,3182,文京区,新大塚公園,None
練馬区,35.768731,139.650979,3183,練馬区,新大宮バイパス西,1
江東区,35.687867,139.794782,3184,都営バス,新大橋,2
新宿区,35.688792,139.693216,3185,京王バス,新宿ＮＳビル,2
新宿区,35.70144,139.712749,3186,都営バス,新宿ここ・から広場前,2
新宿区,35.703978,139.708456,3187,都営バス,新宿コズミックセンター前,2
新宿区,35.708859,139.706021,3189,都営バス,新宿スポーツセンター入口,2
新宿区,35.692076,139.695889,3190,京王バス,新宿センタービル・新宿野村ビル,None
新宿区,35.687195,139.69368,3192,京王バス,新宿ワシントンホテル前,2
新宿区,35.686367,139.693647,3194,京王バス,新宿ワシントンホテル新館,1
新宿区,35.687979,139.713141,3195,都営バス,新宿一丁目,2
新宿区,35.691378,139.710646,3197,都営バス,新宿一丁目北,2
葛飾区,35.760435,139.858699,3198,葛飾区,新宿一里塚,1
新宿区,35.690612,139.706785,3199,京王バス,新宿三丁目,2
新宿区,35.688571,139.710325,3202,都営バス,新宿二丁目,1
新宿区,35.68934,139.708019,3204,京王バス,新宿二丁目仲通り,1
新宿区,35.692689,139.704196,3205,都営バス,新宿五丁目,1
葛飾区,35.761839,139.864601,3208,京成バス（株）,新宿交通公園入口,2
新宿区,35.690064,139.694827,3209,高速バス,新宿京王プラザホテル,None
新宿区,35.691542,139.70538,3210,都営バス,新宿伊勢丹前,3
新宿区,35.692456,139.692516,3213,京王バス,新宿住友ビル,2
葛飾区,35.774629,139.862094,3215,京成バス（株）,新宿六丁目,1
葛飾区,35.770994,139.865181,3216,京成バス（株）,新宿六丁目南,2
新宿区,35.71206,139.70758,3217,都営バス,新宿区社会福祉協議会前,2
新宿区,35.689241,139.70366,3219,都営バス,新宿四丁目,2
葛飾区,35.762441,139.857206,3221,葛飾区,新宿小学校南,2
新宿区,35.694239,139.69903,3222,関東バス（株）,新宿広小路,2
新宿区,35.689231,139.706874,3223,京王バス,新宿御苑,1
新宿区,35.707244,139.694485,3225,都営バス,新宿消防署,2
新宿区,35.690986,139.696936,3228,高速バス,新宿西口,0
新宿区,35.683494,139.687356,3230,都営バス,新宿車庫前,2
新宿区,35.691142,139.703971,3232,都営バス,新宿追分,1
新宿区,35.690266,139.69623,3233,都営バス,新宿郵便局前,1
新宿区,35.692473,139.701331,3235,都営バス,新宿駅東口,1
新宿区,35.690694,139.698763,3239,京王バス,新宿駅西口,1
新宿区,35.690764,139.698133,3261,高速バス,新宿駅西口〔２６番・臨時〕,None
新宿区,35.689734,139.698937,3263,nan,新宿駅西口〔京王百貨店前〕,None
新宿区,35.691692,139.699485,3264,京王バス,新宿駅西口〔小田急百貨店前〕,None
新宿区,35.690653,139.69816,3265,京王バス,新宿駅西口〔明治安田生命ビル〕,None
新宿区,35.691351,139.697679,3266,都営バス,新宿駅西口中央通り,1
中央区,35.671259,139.775293,3267,中央区,新富二丁目,None
中央区,35.67359,139.774267,3269,中央区,新富区民館,1
中央区,35.672135,139.773869,3270,都営バス,新富町,None
葛飾区,35.714888,139.861442,3271,都営バス,新小岩一丁目,2
葛飾区,35.717576,139.861143,3272,都営バス,新小岩二丁目,2
葛飾区,35.716734,139.853644,3275,京成バス（株）,新小岩公園,2
葛飾区,35.720204,139.867258,3276,都営バス,新小岩四丁目,1
葛飾区,35.716385,139.858295,3277,都営バス,新小岩駅前,2
葛飾区,35.717869,139.85847,3280,都営バス,新小岩駅北口,1
葛飾区,35.718884,139.859317,3282,京成バス（株）,新小岩駅東北広場,2
中野区,35.68105,139.669489,3286,京王バス,新山通り,2
中央区,35.655867,139.772901,3288,中央区,新島橋,2
中央区,35.65639,139.773069,3291,中央区,新島橋南,1
中央区,35.675909,139.780254,3292,都営バス,新川,None
中央区,35.678216,139.78209,3294,中央区,新川一丁目,2
中央区,35.676597,139.779861,3296,中央区,新川二丁目〔江戸バス〕,None
中央区,35.674494,139.781937,3297,都営バス,新川二丁目〔都営バス〕,None
江戸川区,35.671551,139.883374,3298,都営バス,新川口,2
江戸川区,35.673485,139.87173,3299,都営バス,新川橋,None
足立区,35.792369,139.839745,3300,東武バス,新広橋,2
豊島区,35.740694,139.731236,3302,都営バス,新庚申塚,2
台東区,35.707271,139.781861,3304,台東区,新御徒町駅前,2
千代田区,35.697086,139.765354,3308,文京区,新御茶ノ水駅,None
中央区,35.659984,139.787896,3309,都営バス,新月島公園前,2
江東区,35.645299,139.832071,3311,都営バス,新木場一丁目,1
江東区,35.634681,139.834677,3312,都営バス,新木場三丁目,1
江東区,35.637427,139.823086,3313,都営バス,新木場二丁目,1
江東区,35.632959,139.829143,3314,都営バス,新木場南,1
江東区,35.641674,139.823864,3315,都営バス,新木場埠頭公園前,1
江東区,35.644431,139.835785,3316,都営バス,新木場東,1
江東区,35.645302,139.826339,3317,高速バス,新木場駅,1
江東区,35.645616,139.826127,3323,都営バス,新木場駅前,1
江東区,35.645577,139.825435,3326,都営バス,新木場駅前［明治通り］,1
江東区,35.660806,139.824003,3327,都営バス,新東京郵便局前,2
品川区,35.621588,139.749268,3328,都営バス,新東海橋,2
葛飾区,35.751034,139.879118,3330,京成バス（株）,新柴又駅,2
中央区,35.667528,139.759434,3331,都営バス,新橋,2
中央区,35.664771,139.760722,3333,京成バス（株）,新橋〔ＢＲＴ〕,None
港区,35.66286,139.757057,3334,都営バス,新橋五丁目,2
港区,35.660305,139.753883,3335,都営バス,新橋六丁目,4
渋谷区,35.647766,139.716419,3337,渋谷区,新橋区民施設,1
中野区,35.696175,139.674106,3338,京王バス,新橋通り,2
中央区,35.665973,139.759555,3339,港区,新橋駅〔ちぃばす〕,None
中央区,35.666087,139.760097,3340,京王バス,新橋駅〔京王バス〕,None
中央区,35.667007,139.75854,3341,船橋新京成バス,新橋駅前,5
港区,35.668087,139.756924,3348,都営バス,新橋駅北口,2
中野区,35.732303,139.670949,3350,西武バス（株）,新江古田駅前,1
板橋区,35.794766,139.665895,3354,国際興業（株）,新河岸都営住宅入口,2
品川区,35.596852,139.742113,3356,都営バス,新浜川橋,2
足立区,35.755398,139.783732,3357,足立区,新渡し,2
江戸川区,35.676159,139.865696,3360,都営バス,新渡橋,2
港区,35.631061,139.746965,3361,港区,新港南橋,2
江戸川区,35.655913,139.868516,3362,都営バス,新田,2
足立区,35.775362,139.738267,3364,都営バス,新田一丁目,None
足立区,35.770431,139.743578,3365,都営バス,新田三丁目,2
足立区,35.772594,139.742311,3367,国際興業（株）,新田二丁目,2
江戸川区,35.657376,139.861212,3369,都営バス,新田住宅,None
足立区,35.769184,139.752519,3371,都営バス,新田土手通り,2
足立区,35.770511,139.745759,3372,都営バス,新田東,None
北区,35.766793,139.742146,3373,都営バス,新田橋,None
板橋区,35.770903,139.641811,3375,西武バス（株）,新町,2
世田谷区,35.629874,139.652737,3377,東急バス（株）,新町一丁目,2
江戸川区,35.698741,139.912053,3378,京成バス（株）,新町商店街入口,2
世田谷区,35.62838,139.648322,3380,東急バス（株）,新町消防署前,2
江戸川区,35.709451,139.900777,3381,京成バス（株）,新皆面橋,2
江東区,35.657497,139.823226,3382,都営バス,新砂一丁目,3
江東区,35.666455,139.833916,3384,都営バス,新砂三丁目アパート,1
江東区,35.665332,139.824879,3385,都営バス,新砂二丁目,2
大田区,35.556109,139.706748,3386,東急バス（株）,新蒲田三丁目,2
大田区,35.560141,139.705254,3387,東急バス（株）,新蒲田二丁目,2
北区,35.765822,139.747788,3388,都営バス,新豊橋,2
渋谷区,35.647748,139.72049,3389,渋谷区,新豊沢橋,1
江東区,35.647641,139.789784,3390,都営バス,新豊洲駅前,4
江戸川区,35.708536,139.908789,3392,京成バス（株）,新道口,2
品川区,35.617694,139.741168,3394,東急バス（株）,新馬場駅前,4
板橋区,35.79082,139.653206,3396,板橋区,新高島平駅,2
港区,35.65056,139.760134,3399,JRバス関東（株）,日の出ふ頭,None
港区,35.64998,139.759003,3400,港区,日の出桟橋入口,2
大田区,35.556517,139.726043,3403,京成バス（株）,日ノ出通り,2
大田区,35.593398,139.683388,3404,東急バス（株）,日下山,2
目黒区,35.622278,139.679638,3405,東急バス（株）,日丘橋,2
世田谷区,35.621658,139.651876,3406,東急バス（株）,日体大裏,1
足立区,35.769756,139.818316,3407,日立自動車交通,日商岩井綾瀬マンション,2
世田谷区,35.638059,139.675009,3408,東急バス（株）,日大前,1
世田谷区,35.634002,139.609226,3409,東急バス（株）,日大商学部前,2
千代田区,35.697251,139.762082,3411,文京区,日大病院,2
荒川区,35.7285,139.771629,3414,都営バス,日暮里駅前,4
江東区,35.671114,139.826141,3417,都営バス,日曹橋,2
世田谷区,35.620634,139.648524,3419,東急バス（株）,日本体育大学前,4
文京区,35.720703,139.759518,3422,文京区,日本医大病院,None
文京区,35.720847,139.762382,3423,台東区,日本医科大学付属病院下,None
台東区,35.725911,139.796279,3424,都営バス,日本堤,2
世田谷区,35.678118,139.590709,3425,小田急バス（株）,日本女子体育大学前,2
文京区,35.716217,139.71937,3426,文京区,日本女子大前,3
文京区,35.71633,139.719084,3429,都営バス,日本女子大前〔豊明小学校前〕,None
中央区,35.682779,139.772643,3430,都営バス,日本橋,4
中央区,35.680897,139.772845,3432,日の丸自動車興業,日本橋２丁目,None
中央区,35.680355,139.772494,3433,日の丸自動車興業,日本橋３丁目,None
中央区,35.687013,139.773256,3434,高速バス,日本橋三井タワー,None
中央区,35.685191,139.774549,3435,都営バス,日本橋三越,2
中央区,35.687631,139.778189,3436,中央区,日本橋保健センター,1
中央区,35.68229,139.784042,3437,中央区,日本橋区民センター,1
中央区,35.682996,139.774146,3438,日の丸自動車興業,日本橋南詰,None
中央区,35.68659,139.773921,3439,日の丸自動車興業,日本橋室町１丁目,None
中央区,35.680926,139.772862,3440,日立自動車交通,日本橋高島屋,1
江東区,35.619389,139.776253,3441,都営バス,日本科学未来館,1
江東区,35.619069,139.775243,3442,都営バス,日本科学未来館前,2
千代田区,35.674393,139.760671,3443,都営バス,日比谷〔バス〕,None
新宿区,35.695456,139.707107,3446,都営バス,日清食品前,2
千代田区,35.688978,139.762074,3448,日の丸自動車興業,日経ビル,None
港区,35.654378,139.722608,3449,都営バス,日赤医療センター下,2
渋谷区,35.655703,139.717823,3450,港区,日赤医療センター前,2
北区,35.743554,139.74646,3452,北区,旧古河庭園,2
台東区,35.721094,139.770615,3453,台東区,旧吉田屋酒店,None
墨田区,35.698981,139.794139,3455,京成バス（株）,旧安田庭園前,1
台東区,35.718271,139.773708,3457,台東区,旧東京音楽学校奏楽堂,None
江東区,35.675478,139.840909,3458,都営バス,旧葛西橋,5
足立区,35.792923,139.799228,3464,都営バス,旧道交差点,2
新宿区,35.708692,139.721668,3467,都営バス,早大正門,3
新宿区,35.705606,139.708832,3470,都営バス,早大理工前,2
練馬区,35.753766,139.66004,3472,練馬区,早宮一丁目,2
練馬区,35.748637,139.648995,3473,練馬区,早宮四丁目,2
練馬区,35.749229,139.650577,3474,練馬区,早宮小学校入口,2
新宿区,35.711071,139.722139,3476,都営バス,早稲田,1
中野区,35.708285,139.658846,3481,関東バス（株）,早稲田大学中野国際コミュニティプラザ,None
練馬区,35.730483,139.591421,3482,西武バス（株）,早稲田高等学院,2
練馬区,35.729737,139.593222,3484,練馬区,早稲田高等学院南,2
練馬区,35.776117,139.629227,3485,国際興業（株）,旭町,2
練馬区,35.7632,139.620019,3487,西武バス（株）,旭町一丁目,2
練馬区,35.775935,139.62571,3489,西武バス（株）,旭町三丁目,2
練馬区,35.770074,139.627148,3492,西武バス（株）,旭町二丁目,2
練馬区,35.766629,139.621464,3493,西武バス（株）,旭町南,1
練馬区,35.764518,139.625208,3496,西武バス（株）,旭町南地区区民館,1
練馬区,35.771748,139.630907,3500,西武バス（株）,旭町都営住宅前,2
千代田区,35.70179,139.769426,3501,千代田区,昌平童夢館入口,1
江戸川区,35.68935,139.88798,3502,京成バス（株）,明和橋,2
品川区,35.603115,139.753224,3503,都営バス,明晴学園前,1
渋谷区,35.676476,139.712496,3506,都営バス,明治公園前,2
港区,35.635915,139.730287,3509,都営バス,明治学院前,4
渋谷区,35.66944,139.702049,3511,渋谷区,明治神宮〔原宿駅〕,None
渋谷区,35.66938,139.703878,3512,渋谷区,明治神宮前駅,2
世田谷区,35.639116,139.670976,3513,東急バス（株）,明治薬科大学,1
墨田区,35.718373,139.822384,3514,都営バス,明治通り,1
中央区,35.668917,139.778533,3515,中央区,明石町,3
世田谷区,35.607901,139.640299,3517,東急バス（株）,明神坂上,2
世田谷区,35.605553,139.634916,3518,東急バス（株）,明神池前,2
世田谷区,35.632437,139.615531,3520,東急バス（株）,星美学園,2
墨田区,35.709065,139.811467,3522,京成バス（株）,春慶寺前,1
文京区,35.707774,139.754058,3523,都営バス,春日一丁目,None
文京区,35.712434,139.743488,3525,都営バス,春日二丁目,2
文京区,35.710755,139.753156,3526,文京区,春日後楽園皮フ科,None
練馬区,35.754188,139.645969,3527,国際興業（株）,春日町,None
練馬区,35.747039,139.647954,3528,国際興業（株）,春日町一丁目,2
練馬区,35.749403,139.646581,3530,練馬区,春日町一丁目西,2
練馬区,35.750146,139.644349,3531,練馬区,春日町三丁目,None
練馬区,35.753687,139.634076,3532,練馬区,春日町六丁目,2
練馬区,35.752303,139.638137,3533,練馬区,春日町図書館,2
練馬区,35.753222,139.638473,3534,西武バス（株）,春日町青少年館前,2
練馬区,35.748153,139.644999,3535,西武バス（株）,春日野,None
文京区,35.708621,139.752546,3537,都営バス,春日駅前〔都営バス〕,None
江戸川区,35.700525,139.89022,3541,京成バス（株）,春江中学校,2
江戸川区,35.701942,139.893393,3543,都営バス,春江団地前,2
江戸川区,35.697349,139.894143,3544,京成バス（株）,春江小学校,2
江戸川区,35.691228,139.889281,3546,京成バス（株）,春江町三丁目,2
江戸川区,35.678556,139.872357,3547,都営バス,春江町五丁目,2
江戸川区,35.683697,139.874016,3548,都営バス,春江町四丁目,2
江東区,35.659126,139.79054,3550,都営バス,春海橋,2
江東区,35.651689,139.796674,3552,都営バス,昭和大学江東豊洲病院前,1
世田谷区,35.672801,139.594547,3553,小田急バス（株）,昭和大学附属烏山病院,2
世田谷区,35.645254,139.674812,3554,東急バス（株）,昭和女子大,3
文京区,35.731639,139.749749,3557,文京区,昭和小学校［上富士前］,None
大田区,35.570196,139.748427,3558,京成バス（株）,昭和島グランド前,1
大田区,35.573411,139.748786,3559,京成バス（株）,昭和島一丁目,1
大田区,35.573967,139.753971,3560,京成バス（株）,昭和島二丁目,1
大田区,35.575983,139.745716,3561,京成バス（株）,昭和島入口,1
大田区,35.571443,139.749462,3562,京成バス（株）,昭和島駅,1
品川区,35.618419,139.747318,3563,都営バス,昭和橋,2
北区,35.74918,139.751126,3565,都営バス,昭和町三丁目,2
中央区,35.658077,139.784122,3566,中央区,晴月橋南,1
中央区,35.656952,139.785814,3567,京成バス（株）,晴海ＢＲＴターミナル,1
中央区,35.656712,139.782121,3568,日立自動車交通,晴海トリトンスクエア〔晴海ライナー〕,None
中央区,35.658233,139.783397,3569,都営バス,晴海トリトンスクエア中央,1
中央区,35.65669,139.780705,3570,都営バス,晴海トリトンスクエア前〔都営バス〕,None
中央区,35.657882,139.786039,3571,都営バス,晴海一丁目,4
中央区,35.654628,139.78121,3575,都営バス,晴海三丁目,3
中央区,35.655762,139.784733,3579,日立自動車交通,晴海二丁目,1
中央区,35.656904,139.786463,3580,日立自動車交通,晴海二丁目北,None
中央区,35.656818,139.784461,3581,中央区,晴海区民館〔江戸バス〕,None
中央区,35.657025,139.783904,3582,都営バス,晴海区民館前〔都営バス〕,None
中央区,35.647369,139.773398,3584,都営バス,晴海埠頭,3
新宿区,35.692057,139.720894,3585,都営バス,曙橋,None
墨田区,35.715625,139.820763,3586,京成バス（株）,曳舟小学校,1
墨田区,35.718573,139.818371,3587,京成バス（株）,曳舟文化センター,2
墨田区,35.715494,139.814803,3588,京成バス（株）,曳舟駅南〔向島税務署入口〕,None
目黒区,35.624244,139.696904,3589,東急バス（株）,月光原,2
目黒区,35.6224,139.694142,3590,東急バス（株）,月光原小学校前,2
中央区,35.665262,139.783104,3591,中央区,月島スポーツプラザ,1
中央区,35.662452,139.781837,3592,都営バス,月島三丁目,2
中央区,35.662436,139.782736,3593,中央区,月島区民センター,1
中央区,35.661581,139.783657,3594,都営バス,月島四丁目,2
中央区,35.660803,139.780053,3595,都営バス,月島第一小学校前,1
中央区,35.665343,139.785818,3596,都営バス,月島駅前,2
江東区,35.638574,139.792669,3598,高速バス,有明ガーデン,1
江東区,35.636899,139.791758,3601,関東バス（株）,有明ガーデン〔東京都〕,None
江東区,35.63297,139.785584,3602,都営バス,有明クリーンセンター前,1
江東区,35.637217,139.788623,3603,都営バス,有明コロシアム前,1
江東区,35.636746,139.788109,3604,都営バス,有明テニスの森,2
江東区,35.63504,139.784919,3606,都営バス,有明一丁目,2
江東区,35.638691,139.791682,3607,都営バス,有明二丁目,2
江東区,35.642249,139.794099,3608,都営バス,有明小中学校前,4
港区,35.651964,139.724116,3610,港区,有栖川宮記念公園,1
千代田区,35.673269,139.762313,3611,高速バス,有楽町マリオン前,None
千代田区,35.67561,139.762514,3614,都営バス,有楽町駅前,2
世田谷区,35.650532,139.619366,3617,小田急バス（株）,有隣病院前,2
渋谷区,35.665058,139.686672,3618,渋谷区,望星高校,1
世田谷区,35.658967,139.620481,3619,京王バス,朝日新聞社前,3
中央区,35.659993,139.785381,3623,中央区,朝潮橋南,1
江東区,35.665861,139.802776,3624,江東区,木場一丁目,1
江東区,35.672871,139.806611,3625,都営バス,木場三丁目,2
江東区,35.66938,139.803424,3627,都営バス,木場二丁目,2
江東区,35.677159,139.806844,3630,都営バス,木場公園,2
江東区,35.667544,139.80506,3631,都営バス,木場六丁目ギャザリア前,2
江東区,35.674816,139.806979,3633,都営バス,木場四丁目,2
江東区,35.669508,139.806451,3635,都営バス,木場駅前,5
足立区,35.767088,139.807001,3639,東武バス,末広町,None
江戸川区,35.71893,139.868389,3640,京成バス（株）,本一色,2
江戸川区,35.71654,139.86925,3643,京成バス（株）,本一色一丁目,2
大田区,35.569715,139.730896,3644,京成バス（株）,本宿,2
墨田区,35.704287,139.796376,3645,都営バス,本所一丁目,5
墨田区,35.705395,139.802108,3649,京成バス（株）,本所中学校入口,1
墨田区,35.703642,139.800648,3650,都営バス,本所二丁目,2
墨田区,35.708771,139.805128,3651,都営バス,本所吾妻橋,6
墨田区,35.709437,139.804313,3655,京成バス（株）,本所吾妻橋駅北〔源森橋〕,None
墨田区,35.70876,139.806059,3656,京成バス（株）,本所吾妻橋駅東〔南蔵院跡〕,None
墨田区,35.70428,139.804596,3657,都営バス,本所四丁目,4
墨田区,35.705106,139.816252,3659,京成バス（株）,本所防災館入口,1
足立区,35.768454,139.785782,3660,東武バス,本木二丁目,2
足立区,35.759819,139.78235,3661,足立区,本木南町,2
足立区,35.765044,139.781106,3665,東武バス,本木小学校,2
足立区,35.763193,139.78407,3666,東武バス,本木新道,2
足立区,35.77477,139.77441,3667,日立自動車交通,本木町第二アパート,2
港区,35.65078,139.727949,3668,港区,本村小学校入口,1
渋谷区,35.680954,139.680108,3669,京王バス,本町一丁目,2
中野区,35.697554,139.675037,3671,都営バス,本町三丁目,None
足立区,35.778553,139.806093,3675,東武バス,本町五丁目,2
中野区,35.6973,139.665793,3677,都営バス,本町六丁目,None
渋谷区,35.686926,139.680594,3678,渋谷区,本町区民施設,1
渋谷区,35.687717,139.678729,3679,京王バス,本町四丁目,5
渋谷区,35.685598,139.678859,3680,渋谷区,本町四丁目［ハチ公バス］,None
渋谷区,35.68378,139.674923,3681,渋谷区,本町幼稚園,1
北区,35.754852,139.732325,3682,国際興業（株）,本町通り〔北区王子本町〕,None
中央区,35.685181,139.772809,3683,中央区,本石町一丁目［日本橋三越前］,None
中央区,35.687764,139.771757,3684,中央区,本石町三丁目,1
大田区,35.547783,139.727286,3685,京成バス（株）,本羽田一丁目,2
大田区,35.547561,139.73412,3686,京成バス（株）,本羽田三丁目,2
大田区,35.548309,139.73004,3687,京成バス（株）,本羽田二丁目,2
板橋区,35.768674,139.702746,3688,国際興業（株）,本蓮沼駅,4
江戸川区,35.708934,139.903261,3690,京成バス（株）,本郷,3
文京区,35.706732,139.760866,3691,都営バス,本郷三丁目駅前,4
文京区,35.705193,139.761163,3694,都営バス,本郷二丁目,None
文京区,35.713236,139.756601,3696,都営バス,本郷六丁目,2
江戸川区,35.709307,139.904891,3697,京成バス（株）,本郷花街道,1
文京区,35.719006,139.757469,3698,都営バス,本郷追分,2
大田区,35.573079,139.705409,3699,東急バス（株）,本門寺前,2
大田区,35.580825,139.701127,3701,東急バス（株）,本門寺裏,4
文京区,35.73082,139.753864,3704,文京区,本駒込三丁目〔Ｂーぐる〕,None
文京区,35.724767,139.754084,3705,都営バス,本駒込三丁目〔都営バス〕,None
文京区,35.726858,139.7468,3706,都営バス,本駒込二丁目,2
文京区,35.733556,139.753831,3707,都営バス,本駒込五丁目,1
豊島区,35.730987,139.741748,3708,文京区,本駒込六丁目,2
文京区,35.733232,139.757023,3710,都営バス,本駒込四丁目,2
中野区,35.69816,139.667573,3711,京王バス,杉山公園,2
墨田区,35.706924,139.831546,3713,京成バス（株）,東あずま駅,1
目黒区,35.628315,139.671776,3714,東急バス（株）,東が丘一丁目,2
目黒区,35.629647,139.662914,3715,東急バス（株）,東が丘二丁目,2
渋谷区,35.650126,139.71008,3716,都営バス,東三丁目,1
葛飾区,35.723051,139.853052,3717,京成バス（株）,東上平井,2
台東区,35.7074,139.77936,3718,都営バス,東上野一丁目,2
台東区,35.711014,139.783446,3719,都営バス,東上野六丁目,2
大田区,35.595519,139.69021,3721,東急バス（株）,東中,2
練馬区,35.75641,139.649917,3722,国際興業（株）,東中学校入口,2
中野区,35.70696,139.683294,3723,西武バス（株）,東中野,2
中野区,35.701466,139.684942,3724,関東バス（株）,東中野一丁目,2
中野区,35.700991,139.682208,3725,関東バス（株）,東中野二丁目,2
中野区,35.709746,139.688218,3728,関東バス（株）,東中野区民活動センター,2
中野区,35.708694,139.687123,3729,関東バス（株）,東中野本通り,2
中野区,35.705853,139.685835,3730,関東バス（株）,東中野駅入口,1
中野区,35.706382,139.683772,3731,関東バス（株）,東中野駅大江戸線口,1
中野区,35.706934,139.686321,3732,関東バス（株）,東中野駅東口,1
中野区,35.706351,139.683297,3733,西武バス（株）,東中野駅西口,1
渋谷区,35.65237,139.709083,3734,都営バス,東二丁目,1
品川区,35.625906,139.725259,3736,都営バス,東五反田一丁目,1
品川区,35.625122,139.730575,3737,都営バス,東五反田三丁目,2
新宿区,35.708349,139.739055,3738,都営バス,東五軒町,2
千代田区,35.700001,139.750895,3740,千代田区,東京しごとセンター,1
新宿区,35.683402,139.687068,3741,京王バス,東京オペラシティ,2
渋谷区,35.680921,139.688605,3742,京王バス,東京オペラシティ南,2
千代田区,35.680098,139.737486,3747,高速バス,東京ガーデンテラス紀尾井町,None
千代田区,35.686987,139.766207,3748,日の丸自動車興業,東京サンケイビル,None
中央区,35.681863,139.787295,3749,日の丸自動車興業,東京シティ・エアターミナル,None
墨田区,35.710307,139.809914,3750,東武バス,東京スカイツリータウン,0
墨田区,35.708748,139.81045,3753,京成バス（株）,東京スカイツリータウン前,2
墨田区,35.711639,139.81026,3754,高速バス,東京スカイツリー北,None
港区,35.65805,139.745862,3755,都営バス,東京タワー〔構内〕,None
港区,35.657197,139.746151,3757,都営バス,東京タワー〔都道沿い〕,None
江東区,35.626919,139.778484,3759,高速バス,東京テレポート駅,1
江東区,35.626958,139.779495,3765,都営バス,東京テレポート駅前,3
文京区,35.706463,139.754446,3768,都営バス,東京ドームシティ,2
文京区,35.703376,139.753633,3770,文京区,東京ドームホテル,None
江東区,35.630358,139.79355,3775,高速バス,東京ビッグサイト〔バス〕,None
江東区,35.632014,139.794233,3779,都営バス,東京ビッグサイト東棟前,2
江東区,35.630029,139.791375,3781,都営バス,東京ビッグサイト駅前,2
港区,35.658957,139.748579,3782,nan,東京プリンスホテル,None
江東区,35.63577,139.836563,3783,都営バス,東京ヘリポート前,1
新宿区,35.688782,139.709443,3784,京王バス,東京メトロ新宿御苑前駅,1
荒川区,35.738003,139.807013,3786,京成バス（株）,東京リバーサイド病院,2
練馬区,35.720061,139.582722,3788,西武バス（株）,東京三育小学校入口,2
目黒区,35.640409,139.702417,3790,東急バス（株）,東京共済病院前,2
港区,35.627991,139.756165,3792,都営バス,東京出入国在留管理局前,2
北区,35.784074,139.711002,3794,国際興業（株）,東京北医療センター,1
北区,35.783398,139.709913,3795,国際興業（株）,東京北医療センター入口,2
足立区,35.783278,139.765569,3797,国際興業（株）,東京北部病院前,2
新宿区,35.694073,139.694209,3801,西武バス（株）,東京医大病院前,2
目黒区,35.625553,139.667188,3803,東急バス（株）,東京医療センター,1
目黒区,35.625282,139.665674,3805,東急バス（株）,東京医療センター前,4
台東区,35.717163,139.776006,3807,台東区,東京国立博物館,None
江東区,35.621126,139.774889,3808,都営バス,東京国際クルーズターミナル駅前,1
千代田区,35.677477,139.763418,3811,都営バス,東京国際フォーラム前,2
江東区,35.662711,139.823884,3814,都営バス,東京地下鉄総合運動場前,1
新宿区,35.697517,139.719749,3815,都営バス,東京女子医大前,3
足立区,35.773105,139.765845,3818,東武バス,東京女子医大足立医療センター,1
足立区,35.774102,139.765447,3820,足立区,東京女子医大足立医療センター前,2
渋谷区,35.655635,139.7175,3822,都営バス,東京女学館前,None
目黒区,35.627283,139.702959,3823,東急バス（株）,東京学園高校通り,2
千代田区,35.691697,139.742257,3824,千代田区,東京家政学院前,2
新宿区,35.70432,139.698199,3825,関東バス（株）,東京山手メディカルセンター,2
品川区,35.606719,139.744719,3826,都営バス,東京工科専門学校前,1
新宿区,35.703202,139.742049,3827,都営バス,東京新宿メディカルセンター前,2
千代田区,35.677843,139.760931,3828,日の丸自動車興業,東京會舘,None
台東区,35.701738,139.777016,3829,京成バス（株）,東京法務局台東出張所前,None
港区,35.629058,139.747529,3830,都営バス,東京海洋大学本部前,2
江東区,35.667205,139.793375,3832,都営バス,東京海洋大学越中島校舎前,2
渋谷区,35.672581,139.671388,3834,京王バス,東京消防学校西,1
江東区,35.617147,139.795177,3835,JRバス関東（株）,東京港フェリーターミナル,None
江東区,35.61751,139.776395,3836,都営バス,東京港湾合同庁舎前,1
大田区,35.584888,139.756543,3838,京成バス（株）,東京港野鳥公園,2
品川区,35.594475,139.765981,3839,都営バス,東京税関大井出張所前,2
大田区,35.553757,139.782837,3840,京成バス（株）,東京空港事務所前,1
江戸川区,35.653736,139.853936,3841,都営バス,東京臨海病院前,3
豊島区,35.729921,139.707687,3844,豊島区,東京芸術劇場,1
中野区,35.70994,139.660641,3845,関東バス（株）,東京警察病院北門前,3
中野区,35.708839,139.660121,3848,関東バス（株）,東京警察病院正門前,2
千代田区,35.696972,139.742153,3852,千代田区,東京逓信病院,1
世田谷区,35.634428,139.60322,3853,東急バス（株）,東京都市大付属中高前,2
世田谷区,35.633593,139.604181,3855,東急バス（株）,東京都市大付属小学校前,2
世田谷区,35.597342,139.649719,3857,東急バス（株）,東京都市大前,1
世田谷区,35.603753,139.652532,3858,東急バス（株）,東京都市大北入口,2
世田谷区,35.596449,139.648603,3859,東急バス（株）,東京都市大南入口,2
世田谷区,35.597161,139.653515,3860,東急バス（株）,東京都市大東入口,1
墨田区,35.720849,139.821007,3861,京成バス（株）,東京都済生会向島病院入口,1
江東区,35.679691,139.806641,3862,都営バス,東京都現代美術館前,2
千代田区,35.679571,139.768063,3863,高速バス,東京駅〔八重洲南口〕,None
