市区町村名,緯度,経度,区内バス停ID,バス会社名称,バス停名称,バス停数
足立区,35.79965,139.809988,5944,東武バス,花畑一丁目,2
足立区,35.801917,139.810041,5945,東武バス,花畑三丁目,2
足立区,35.80664,139.811413,5946,足立区,花畑五丁目,2
足立区,35.797299,139.818869,5949,東武バス,花畑交番前,2
足立区,35.806004,139.817529,5950,東武バス,花畑六丁目,1
足立区,35.806469,139.819011,5951,東武バス,花畑六丁目東,2
足立区,35.806523,139.815502,5952,東武バス,花畑北中学校入口,2
足立区,35.803368,139.806579,5954,足立区,花畑区民事務所,2
足立区,35.800629,139.805553,5955,東武バス,花畑区民事務所入口,2
足立区,35.805428,139.810759,5956,東武バス,花畑四丁目,2
足立区,35.805727,139.812719,5958,東武バス,花畑団地,1
足立区,35.791709,139.826703,5959,東武バス,花畑小学校前,None
足立区,35.813729,139.822552,5961,東武バス,花畑桑袋団地,1
足立区,35.799972,139.817399,5962,東武バス,花畑第一小学校入口,2
足立区,35.804889,139.812258,5963,東武バス,花畑記念公園入口,2
足立区,35.789468,139.827266,5965,東武バス,花畑車庫,None
中野区,35.691573,139.676771,5966,京王バス,花見橋,2
新宿区,35.727129,139.676484,5967,関東バス（株）,芳花園住宅,2
中野区,35.716735,139.649921,5968,関東バス（株）,若宮一丁目,None
中野区,35.721365,139.640113,5969,関東バス（株）,若宮三丁目アパート,1
中野区,35.716546,139.643199,5970,関東バス（株）,若宮二丁目,None
墨田区,35.702707,139.80225,5971,京成バス（株）,若宮公園入口,1
板橋区,35.772759,139.676857,5972,国際興業（株）,若木三丁目,2
板橋区,35.76931,139.676273,5973,国際興業（株）,若木小学校,2
新宿区,35.700421,139.720463,5974,都営バス,若松町,2
世田谷区,35.650074,139.661449,5977,東急バス（株）,若林,None
世田谷区,35.643372,139.663706,5978,小田急バス（株）,若林一丁目,None
世田谷区,35.64214,139.65922,5980,小田急バス（株）,若林三丁目,None
世田谷区,35.642034,139.660732,5982,東急バス（株）,若林交番,3
世田谷区,35.650283,139.661024,5984,小田急バス（株）,若林営業所,None
世田谷区,35.644406,139.653097,5985,東急バス（株）,若林四丁目,2
世田谷区,35.650184,139.663112,5986,東急バス（株）,若林折返所,1
世田谷区,35.651957,139.660165,5987,東急バス（株）,若林陸橋北口,2
世田谷区,35.644688,139.660907,5988,東急バス（株）,若林駅前,2
江東区,35.619526,139.834501,5990,都営バス,若洲キャンプ場前,1
江東区,35.629868,139.835952,5991,都営バス,若洲ゴルフリンクス前,2
江東区,35.627507,139.831077,5992,都営バス,若洲中央,2
品川区,35.616669,139.753536,5993,都営バス,若潮橋,2
中央区,35.681235,139.778696,5994,都営バス,茅場町,4
中央区,35.681858,139.779264,5996,日の丸自動車興業,茅場町・兜町東証前,None
文京区,35.717563,139.737373,5997,文京区,茗荷谷駅〔Ｂーぐる〕,None
文京区,35.717659,139.737233,5998,都営バス,茗荷谷駅前〔都営バス〕,None
目黒区,35.639959,139.708714,5999,東急バス（株）,茶屋坂,2
足立区,35.811462,139.818489,6000,東武バス,草加記念体育館,2
品川区,35.620119,139.716138,6001,東急バス（株）,荏原一丁目,2
品川区,35.601595,139.714007,6002,東急バス（株）,荏原営業所,3
品川区,35.601101,139.708614,6004,東急バス（株）,荏原町駅入口,1
大田区,35.593649,139.691957,6005,東急バス（株）,荏原病院前,2
荒川区,35.733329,139.787274,6006,都営バス,荒川一丁目,2
荒川区,35.735722,139.781654,6007,都営バス,荒川三丁目,2
荒川区,35.737589,139.781757,6008,京成バス（株）,荒川中央通り,1
荒川区,35.739359,139.778356,6009,都営バス,荒川五丁目,2
荒川区,35.735095,139.783765,6010,都営バス,荒川区役所前,2
荒川区,35.737897,139.811085,6012,都営バス,荒川区立第三中学校前,2
荒川区,35.736983,139.777633,6013,都営バス,荒川四丁目,5
荒川区,35.738758,139.779986,6015,京成バス（株）,荒川四丁目〔さくら〕,None
足立区,35.767934,139.762345,6016,都営バス,荒川土手,2
足立区,35.768824,139.763186,6019,都営バス,荒川土手操車所前,2
荒川区,35.735453,139.791147,6021,京成バス（株）,荒川総合スポーツセンター,2
荒川区,35.743458,139.785058,6022,京成バス（株）,荒川自然公園入口,2
足立区,35.754309,139.807105,6023,足立区,荒川鉄橋,1
新宿区,35.690789,139.722537,6025,都営バス,荒木町,2
世田谷区,35.624524,139.598156,6027,東急バス（株）,荒玉水道,1
目黒区,35.649137,139.691956,6029,東急バス（株）,菅刈小学校,2
江戸川区,35.716635,139.874844,6031,都営バス,菅原橋,2
江戸川区,35.716764,139.891995,6034,京成バス（株）,菊地外科・胃腸科,None
文京区,35.711476,139.754627,6035,都営バス,菊坂下,2
文京区,35.708312,139.759695,6037,文京区,菊坂通り,None
台東区,35.710296,139.78754,6038,都営バス,菊屋橋,2
江東区,35.688135,139.802596,6041,都営バス,菊川一丁目,2
墨田区,35.688409,139.807871,6042,都営バス,菊川三丁目,2
墨田区,35.68905,139.805865,6043,都営バス,菊川駅前,None
大田区,35.549635,139.731861,6045,京成バス（株）,萩中,2
大田区,35.549393,139.736496,6046,京成バス（株）,萩中公園前,2
新宿区,35.710894,139.685089,6047,西武バス（株）,落合,1
新宿区,35.714007,139.692285,6048,関東バス（株）,落合中央公園,2
新宿区,35.722575,139.683039,6049,関東バス（株）,落合南長崎駅前,3
中野区,35.710288,139.684013,6053,関東バス（株）,落合駅,None
江戸川区,35.647836,139.863875,6054,都営バス,葛西トラックターミナル,2
江戸川区,35.670684,139.871977,6056,都営バス,葛西中学校前,2
江戸川区,35.666248,139.869824,6057,都営バス,葛西区民館前,2
江戸川区,35.653906,139.872672,6058,都営バス,葛西南高校入口,2
江戸川区,35.653979,139.869671,6059,都営バス,葛西南高校前,2
江戸川区,35.682428,139.880949,6061,都営バス,葛西工業高校前,2
江東区,35.672082,139.842452,6065,都営バス,葛西橋,2
江戸川区,35.670498,139.854144,6067,都営バス,葛西橋東詰,2
江戸川区,35.650626,139.853745,6069,都営バス,葛西水再生センター前,1
葛飾区,35.770386,139.87582,6070,東武バス,葛西神社入口,2
江戸川区,35.658121,139.864029,6071,都営バス,葛西第三中学校入口,2
江戸川区,35.678969,139.861003,6073,都営バス,葛西第二中学校前,4
江戸川区,35.643664,139.8619,6075,都営バス,葛西臨海公園駅前,4
江戸川区,35.670047,139.866619,6077,都営バス,葛西郵便局,2
江戸川区,35.662309,139.873195,6078,都営バス,葛西駅前,10
江戸川区,35.661023,139.869404,6094,都営バス,葛西駅通り,2
葛飾区,35.742474,139.847953,6096,京成バス（株）,葛飾区役所,1
葛飾区,35.779919,139.855691,6097,東武バス,葛飾清掃工場,2
葛飾区,35.777131,139.866734,6098,京成バス（株）,葛飾総合高校,2
葛飾区,35.737673,139.837073,6099,都営バス,葛飾警察署前〔都営バス〕,None
葛飾区,35.779417,139.851915,6100,東武バス,葛飾車庫,1
葛飾区,35.780705,139.851474,6101,東武バス,葛飾車庫入口,1
足立区,35.773641,139.836539,6102,日立自動車交通,蒲原中学校入口,None
足立区,35.771426,139.83668,6104,東武バス,蒲原中学校南,2
大田区,35.565921,139.722457,6106,京成バス（株）,蒲田一丁目,2
大田区,35.562101,139.720507,6107,京成バス（株）,蒲田五丁目,1
大田区,35.560462,139.719219,6108,京成バス（株）,蒲田四丁目,2
大田区,35.556346,139.717112,6110,京成バス（株）,蒲田本町,2
大田区,35.558212,139.72054,6111,京成バス（株）,蒲田警察署前,1
大田区,35.559061,139.718601,6112,京成バス（株）,蒲田郵便局前,2
大田区,35.562739,139.716781,6113,京成バス（株）,蒲田駅〔東口〕,None
大田区,35.563239,139.715285,6120,東急バス（株）,蒲田駅〔西口〕,None
板橋区,35.780228,139.680046,6123,国際興業（株）,蓮根一丁目,3
板橋区,35.789614,139.6773,6125,国際興業（株）,蓮根三丁目,2
板橋区,35.784334,139.673762,6126,国際興業（株）,蓮根二丁目,2
板橋区,35.789669,139.68002,6128,国際興業（株）,蓮根橋,2
板橋区,35.785091,139.679947,6129,国際興業（株）,蓮根駅,1
板橋区,35.768178,139.702536,6130,国際興業（株）,蓮沼町〔本蓮沼駅〕,None
大田区,35.56428,139.707174,6131,東急バス（株）,蓮沼駅,4
中野区,35.724124,139.672319,6133,関東バス（株）,蓮華寺下,2
台東区,35.700698,139.788748,6134,都営バス,蔵前一丁目,2
台東区,35.703616,139.791607,6135,都営バス,蔵前二丁目,2
台東区,35.705785,139.794099,6136,都営バス,蔵前駅前,4
新宿区,35.696136,139.72523,6139,都営バス,薬王寺町,2
港区,35.643174,139.746695,6140,港区,藻塩橋,2
港区,35.670253,139.750321,6143,都営バス,虎ノ門,2
港区,35.667926,139.749751,6144,京成バス（株）,虎ノ門ヒルズ〔東京ＢＲＴ〕,None
港区,35.668652,139.751222,6146,東急バス（株）,虎ノ門一丁目,2
港区,35.66526,139.746676,6148,都営バス,虎ノ門三丁目,2
港区,35.667118,139.747759,6149,港区,虎ノ門二丁目,0
港区,35.661189,139.743709,6151,港区,虎ノ門五丁目,2
江戸川区,35.710073,139.896485,6154,京成バス（株）,虹の家,2
中央区,35.682315,139.780833,6155,都営バス,蛎殻町,2
中央区,35.682863,139.785169,6156,中央区,蛎殻町一丁目水天宮前駅,1
中央区,35.682181,139.786432,6157,中央区,蛎殻町二丁目［ロイヤルパークホテル］,None
江戸川区,35.67066,139.859271,6158,都営バス,行船公園前,2
渋谷区,35.668014,139.704951,6159,都営バス,表参道,None
渋谷区,35.666899,139.709248,6161,渋谷区,表参道ヒルズ,2
港区,35.665831,139.712856,6162,渋谷区,表参道駅,2
江東区,35.669826,139.841044,6163,都営バス,袖ヶ浦,2
北区,35.771173,139.712628,6164,国際興業（株）,西が丘,1
北区,35.765353,139.710972,6165,国際興業（株）,西が丘三丁目,2
江戸川区,35.691883,139.876571,6167,都営バス,西一之江三丁目,2
江戸川区,35.702809,139.879207,6168,都営バス,西一之江二丁目,2
江戸川区,35.693991,139.873764,6169,都営バス,西一之江四丁目,3
葛飾区,35.76148,139.838159,6171,葛飾区,西亀有三丁目,4
葛飾区,35.759549,139.834438,6172,葛飾区,西亀有小学校,2
品川区,35.624287,139.710383,6173,東急バス（株）,西五反田四丁目,2
足立区,35.795667,139.777786,6174,国際興業（株）,西伊興三丁目,2
足立区,35.793422,139.779321,6175,東武バス,西伊興小学校前,2
足立区,35.800377,139.798844,6176,東武バス,西保木間二丁目,2
足立区,35.78736,139.816874,6177,東武バス,西六町,2
大田区,35.554395,139.706752,6179,東急バス（株）,西六郷一丁目,2
大田区,35.546848,139.707197,6180,東急バス（株）,西六郷三丁目,2
大田区,35.549659,139.707115,6181,東急バス（株）,西六郷二丁目,2
大田区,35.552429,139.706857,6182,東急バス（株）,西六郷小学校,2
足立区,35.778427,139.818301,6183,東武バス,西加平,2
新宿区,35.684704,139.690149,6185,京王バス,西参道,3
板橋区,35.777701,139.671576,6191,国際興業（株）,西台一丁目,2
板橋区,35.774078,139.666166,6192,国際興業（株）,西台三丁目,2
板橋区,35.782571,139.673832,6193,国際興業（株）,西台中学校,2
板橋区,35.780345,139.674384,6195,国際興業（株）,西台交差点,2
板橋区,35.777862,139.674416,6196,国際興業（株）,西台交差点南,2
板橋区,35.773359,139.673702,6197,国際興業（株）,西台公園,2
板橋区,35.772949,139.6681,6198,国際興業（株）,西台都営住宅,2
板橋区,35.786657,139.674097,6199,国際興業（株）,西台駅,2
板橋区,35.786657,139.674097,6201,国際興業（株）,西台駅〔高島通り〕,None
品川区,35.599634,139.723754,6202,東急バス（株）,西大井二丁目,2
品川区,35.601788,139.721959,6203,東急バス（株）,西大井駅,1
品川区,35.602081,139.721786,6205,東急バス（株）,西大井駅入口,2
江東区,35.689239,139.825698,6206,都営バス,西大島駅前,5
練馬区,35.755269,139.579959,6210,練馬区,西大泉三丁目,None
練馬区,35.760776,139.576042,6211,西武バス（株）,西大泉三郵便局,2
練馬区,35.759842,139.576253,6213,練馬区,西大泉二丁目交番前,None
練馬区,35.760411,139.566078,6214,練馬区,西大泉五丁目,2
練馬区,35.761199,139.567788,6215,練馬区,西大泉六丁目,1
練馬区,35.759626,139.572562,6216,練馬区,西大泉地区区民館,2
練馬区,35.76254,139.577439,6217,練馬区,西大泉市民農園,1
世田谷区,35.642643,139.666277,6218,東急バス（株）,西太子堂,1
江戸川区,35.731005,139.876732,6219,江戸川区,西小岩一丁目,None
江戸川区,35.734308,139.875121,6220,京成バス（株）,西小岩二丁目,1
荒川区,35.744984,139.763434,6221,都営バス,西尾久一丁目,2
荒川区,35.752606,139.76219,6222,都営バス,西尾久三丁目,2
荒川区,35.747099,139.762846,6223,都営バス,西尾久二丁目,2
荒川区,35.745053,139.758724,6224,都営バス,西尾久四丁目,2
北区,35.744818,139.72858,6225,都営バス,西巣鴨,3
新宿区,35.707152,139.700149,6227,関東バス（株）,西戸山公園野球場,2
足立区,35.786264,139.782983,6228,国際興業（株）,西新井三丁目,2
足立区,35.78288,139.771279,6230,東武バス,西新井中学校前,2
足立区,35.785654,139.774434,6231,東武バス,西新井五丁目,2
足立区,35.782606,139.777935,6233,東武バス,西新井六丁目,2
足立区,35.778146,139.780536,6234,国際興業（株）,西新井大師〔国際興業〕,None
足立区,35.7786,139.782295,6235,東武バス,西新井大師〔車庫〕,None
足立区,35.77816,139.780514,6236,都営バス,西新井大師前〔環七〕,None
足立区,35.777997,139.777806,6239,日立自動車交通,西新井大師参道入口,2
足立区,35.782444,139.769903,6240,東武バス,西新井大師西駅,2
足立区,35.773729,139.78164,6243,東武バス,西新井小学校,2
足立区,35.777812,139.774252,6244,日立自動車交通,西新井本町二丁目,2
足立区,35.762982,139.787392,6245,東武バス,西新井橋,2
足立区,35.790493,139.779294,6246,東武バス,西新井消防署前,2
