バス停ID,バス会社名称,バス停名称,緯度,経度
8922,羽村市,羽村高校・羽村三慶病院,35.764395,139.331276
8923,羽村市,三矢会館,35.760322,139.331383
8924,羽村市,あさひ公園,35.759296,139.328243
8925,羽村市,水木公園上,35.757899,139.325264
8926,羽村市,神明台二丁目,35.759383,139.322516
8927,羽村市,富士見郵便局,35.76142,139.320883
8928,羽村市,五ノ神二丁目,35.761655,139.319856
8929,羽村市,羽村駅入口,35.760054,139.318427
8930,羽村市,羽村駅入口,35.760058,139.318157
8931,羽村市,五ノ神二丁目,35.761651,139.319678
8932,羽村市,富士見郵便局,35.761344,139.321043
8933,羽村市,神明台二丁目,35.759452,139.322604
8934,羽村市,水木公園上,35.757924,139.324731
8935,羽村市,あさひ公園,35.759204,139.327718
8936,羽村市,三矢会館,35.760293,139.33093
8937,羽村市,双葉町公園,35.756597,139.332763
8938,羽村市,双葉町三丁目,35.754327,139.333381
8939,羽村市,福生病院,35.747262,139.326217
8940,羽村市,神明台一丁目,35.753635,139.321682
8941,羽村市,神明台会館入口,35.755875,139.319984
8942,羽村市,五ノ神一丁目,35.757755,139.318617
8943,羽村市,五ノ神一丁目,35.758049,139.318608
8944,羽村市,神明台会館入口,35.75595,139.320174
8945,羽村市,神明神社(羽村市),35.754364,139.319941
8946,羽村市,川崎公園,35.753217,139.318411
8947,羽村市,川崎会館北,35.752436,139.316396
8948,羽村市,川崎三丁目,35.749116,139.317135
8949,羽村市,玉川二丁目,35.748728,139.3155
8950,羽村市,堂坂下,35.75056,139.314146
8951,羽村市,堂坂上,35.751736,139.314531
8952,羽村市,羽村大橋西,35.749588,139.308858
8953,羽村市,清流東,35.75271,139.306436
8954,羽村市,清流西,35.753747,139.30483
8955,羽村市,郷土博物館,35.755113,139.304025
8956,羽村市,羽村大橋西,35.74973,139.308893
8957,羽村市,羽村橋,35.754395,139.311342
8958,羽村市,東会館,35.756212,139.310036
8959,羽村市,寺坂下,35.756138,139.311368
8960,羽村市,羽村駅西口,35.758445,139.315542
8961,羽村市,本町会館入口,35.759577,139.313701
8962,羽村市,介山公園入口,35.760276,139.311318
8963,羽村市,シルバー人材センター(東京都),35.760265,139.309076
8964,羽村市,奈賀会館,35.758449,139.307894
8965,羽村市,褝福寺入口,35.759208,139.306631
8966,羽村市,玉川神社,35.761237,139.304204
8967,羽村市,一峰院,35.761592,139.30087
8968,羽村市,いこいの里(東京都),35.760311,139.29965
8969,羽村市,一峰院,35.761457,139.300473
8970,羽村市,玉川神社,35.761353,139.304111
8971,羽村市,第一中学校(羽村市),35.761728,139.306504
8972,羽村市,羽中二丁目,35.764155,139.308306
8973,羽村市,スポーツセンター(羽村市),35.767689,139.307468
8974,羽村市,富士見小学校(東京都),35.762272,139.317907
8975,羽村市,間坂(東京都),35.76287,139.302801
8976,羽村市,さくら保育園入口(東京都),35.764677,139.303718
8977,羽村市,あげば,35.767041,139.302341
8978,羽村市,グリーントリム公園,35.769494,139.302436
8979,羽村市,西児童館入口(羽村市),35.771824,139.303097
8980,羽村市,小作本町会館,35.772429,139.295114
8981,羽村市,小作坂下,35.772204,139.296711
8982,羽村市,小作坂上,35.773554,139.301606
8983,羽村市,小作駅西口,35.776252,139.30142
8984,羽村市,いこいの里(東京都),35.760323,139.299695
8985,羽村市,一峰院,35.761381,139.300522
8986,羽村市,羽加美四丁目,35.763154,139.301289
8987,羽村市,西小学校(羽村市),35.765428,139.300325
8988,羽村市,美原会館入口,35.767479,139.299813
8989,羽村市,羽西二丁目,35.770847,139.297966
8990,羽村市,小作坂下,35.772049,139.297061
8991,羽村市,富士見小学校(東京都),35.762241,139.317832
8992,羽村市,図書館・ゆとろぎ,35.763904,139.316491
8993,羽村市,富士見公園(羽村市),35.76589,139.314283
8994,羽村市,栄町2丁目(羽村市),35.770031,139.309461
8995,羽村市,天竺運動公園,35.766618,139.307138
8996,羽村市,間坂コミュニティ公園,35.765278,139.305105
8997,羽村市,間坂(東京都),35.763603,139.303344
8998,羽村市,小作坂上,35.773651,139.301746
8999,羽村市,弓道場入口(東京都),35.776999,139.296353
9000,羽村市,小作台二丁目,35.780648,139.298357
9001,羽村市,小作駅東口,35.776529,139.30201
9002,羽村市,小作駅入口,35.777742,139.303463
9003,羽村市,栄町一丁目(羽村市),35.77668,139.306403
9004,羽村市,武蔵野公園西,35.774916,139.308436
9005,羽村市,武蔵野公園前,35.773257,139.309609
9006,羽村市,保健センター(羽村市),35.769257,139.311934
9007,羽村市,羽村市役所,35.767704,139.311445
9008,羽村市,小作駅東口,35.776626,139.301906
9009,羽村市,栄町一丁目西,35.773871,139.306881
9010,羽村市,五ノ神一丁目,35.757805,139.318782
9011,羽村市,神明台会館入口,35.755894,139.320187
9012,羽村市,神明台一丁目,35.754758,139.320992
9013,西東京バス（株）,京王八王子駅,35.65748,139.343821
9014,西東京バス（株）,八王子駅北口,35.656734,139.339296
9015,西東京バス（株）,桑並木通り,35.660187,139.339396
9016,西東京バス（株）,浅川大橋南,35.663755,139.339914
9017,西東京バス（株）,八王子郵便局,35.666393,139.340878
9018,西東京バス（株）,暁橋,35.66768,139.337684
9019,西東京バス（株）,暁町1丁目,35.669349,139.334
9020,西東京バス（株）,川口川橋,35.669936,139.331858
9021,西東京バス（株）,大和田暁通り,35.669928,139.33182
9022,西東京バス（株）,稲荷坂下,35.670988,139.331438
9023,西東京バス（株）,中野山王,35.672779,139.329759
9024,西東京バス（株）,中野北小,35.674136,139.325914
9025,西東京バス（株）,遺跡公園(東京都),35.674677,139.322998
9026,西東京バス（株）,中野団地,35.67635,139.320951
9027,西東京バス（株）,京王八王子駅,35.658163,139.342465
9028,西東京バス（株）,八王子駅北口,35.657217,139.339456
9029,西東京バス（株）,サイエンスドーム,35.664251,139.329804
9030,西東京バス（株）,浅川橋(東京都),35.666645,139.33045
9031,西東京バス（株）,川口川橋,35.669659,139.331212
9032,西東京バス（株）,稲荷坂下,35.671198,139.331628
9033,西東京バス（株）,中野山王,35.673038,139.329683
9034,西東京バス（株）,中野北小,35.674318,139.326056
9035,西東京バス（株）,遺跡公園(東京都),35.674785,139.323727
9036,西東京バス（株）,中野団地,35.675862,139.321338
9037,西東京バス（株）,西八王子駅北口,35.657368,139.313181
9038,西東京バス（株）,日吉八王子神社入口,35.660661,139.313657
9039,西東京バス（株）,市役所南(八王子市役所),35.664872,139.31457
9040,西東京バス（株）,八王子市役所,35.666648,139.315166
9041,西東京バス（株）,鶴巻橋,35.670013,139.316491
9042,西東京バス（株）,中野さつき公園,35.671709,139.319148
9043,西東京バス（株）,中野北小,35.674153,139.325928
9044,西東京バス（株）,中野団地,35.676476,139.320917
9045,西東京バス（株）,西中野3丁目,35.673421,139.314363
9046,西東京バス（株）,東楢原,35.675575,139.313101
9047,西東京バス（株）,神社前(八王子市),35.677637,139.311141
9048,西東京バス（株）,一本松(八王子市),35.679803,139.308125
9049,西東京バス（株）,楢原町,35.682429,139.304808
9050,西東京バス（株）,唐松,35.684871,139.300684
9051,西東京バス（株）,川口やまゆり館,35.685855,139.298091
9052,西東京バス（株）,桜株(八王子市),35.686728,139.295326
9053,西東京バス（株）,新川口(八王子市),35.687623,139.291109
9054,西東京バス（株）,榎木(東京都),35.688539,139.287529
9055,西東京バス（株）,上榎木,35.690094,139.284709
9056,西東京バス（株）,川口小学校,35.69135,139.282576
9057,西東京バス（株）,京王八王子駅,35.657551,139.3437
9058,西東京バス（株）,八王子駅北口,35.656728,139.338773
9059,西東京バス（株）,横山町(東京都),35.65968,139.338117
9060,西東京バス（株）,横山町三丁目,35.659823,139.334546
9061,西東京バス（株）,八日町一丁目(東京都),35.659939,139.33256
9062,西東京バス（株）,八日町四丁目,35.660148,139.329753
9063,西東京バス（株）,織物組合前,35.660424,139.326232
9064,西東京バス（株）,本郷横丁,35.661064,139.323249
9065,西東京バス（株）,平岡町(東京都),35.66516,139.323229
9066,西東京バス（株）,中野上町郵便局[高尾ポテト前],35.668246,139.322135
9067,西東京バス（株）,中野(八王子市),35.669567,139.320141
9068,西東京バス（株）,西中野2丁目,35.671034,139.317458
9069,西東京バス（株）,東楢原,35.676642,139.313214
9070,西東京バス（株）,新清水橋,35.679307,139.315635
9071,西東京バス（株）,中野市民センター,35.681556,139.317732
9072,西東京バス（株）,工学院大学,35.683676,139.3191
9073,西東京バス（株）,工学院大学西,35.682503,139.316235
9074,西東京バス（株）,工学院大学犬目校舎,35.683824,139.314221
9075,西東京バス（株）,甲の原,35.684982,139.312122
9076,西東京バス（株）,下犬目,35.686387,139.310088
9077,西東京バス（株）,陶鎔小学校,35.688686,139.307676
9078,西東京バス（株）,中犬目,35.689397,139.306426
9079,西東京バス（株）,犬目,35.68911,139.305086
9080,西東京バス（株）,佐貫(東京都),35.686215,139.304647
9081,西東京バス（株）,楢原町,35.68173,139.305558
9082,西東京バス（株）,横山町(東京都),35.659876,139.337785
9083,西東京バス（株）,横山町三丁目,35.659984,139.334978
9084,西東京バス（株）,八日町一丁目(東京都),35.660117,139.332492
9085,西東京バス（株）,八日町四丁目,35.660337,139.329676
9086,西東京バス（株）,織物組合前,35.660605,139.326204
9087,西東京バス（株）,本郷横丁,35.660794,139.323849
9088,西東京バス（株）,平岡町(東京都),35.664756,139.323424
9089,西東京バス（株）,中野上町郵便局[高尾ポテト前],35.668818,139.32144
9090,西東京バス（株）,中野(八王子市),35.669706,139.320079
9091,西東京バス（株）,西中野2丁目,35.670993,139.317681
9092,西東京バス（株）,西中野3丁目,35.672423,139.315583
9093,西東京バス（株）,東楢原,35.675508,139.31326
9094,西東京バス（株）,神社前(八王子市),35.677333,139.311628
9095,西東京バス（株）,一本松(八王子市),35.679838,139.308193
9096,西東京バス（株）,楢原町,35.681678,139.30573
9097,西東京バス（株）,八王子駅北口,35.656691,139.338977
9098,西東京バス（株）,唐松,35.685044,139.300042
9099,西東京バス（株）,桜株(八王子市),35.686536,139.295871
9100,西東京バス（株）,新川口(八王子市),35.687482,139.291423
9101,西東京バス（株）,榎木(東京都),35.688572,139.287284
9102,西東京バス（株）,上榎木,35.690012,139.284691
9103,西東京バス（株）,川口小学校,35.691454,139.282212
9104,西東京バス（株）,川口事務所,35.693497,139.279526
9105,西東京バス（株）,川口橋(東京都),35.695764,139.277189
9106,西東京バス（株）,影沢,35.696836,139.273881
9107,西東京バス（株）,圏央道上川橋,35.698283,139.270356
9108,西東京バス（株）,GMGゴルフ場,35.699097,139.268139
9109,西東京バス（株）,森下(東京都),35.700116,139.263603
9110,西東京バス（株）,戸沢(東京都),35.70218,139.258591
9111,西東京バス（株）,田守神社前,35.704112,139.253528
9112,西東京バス（株）,上川口小学校,35.705072,139.249758
9113,西東京バス（株）,久保橋(東京都),35.705317,139.246279
9114,西東京バス（株）,帝京八王子高校入口,35.706052,139.244246
9115,西東京バス（株）,糀谷(東京都),35.709053,139.241104
9116,西東京バス（株）,今熊(東京都),35.711047,139.236427
9117,西東京バス（株）,今熊山登山口,35.711983,139.234153
9118,西東京バス（株）,小峰公園(東京都),35.719751,139.231996
9119,西東京バス（株）,留原,35.722965,139.232029
9120,西東京バス（株）,小林坂,35.72488,139.231439
9121,西東京バス（株）,中村(あきる野市),35.727443,139.229309
9122,西東京バス（株）,秋川橋,35.729881,139.228476
9123,西東京バス（株）,武蔵五日市駅,35.731769,139.227955
9124,西東京バス（株）,佐貫(東京都),35.686148,139.304524
9125,西東京バス（株）,犬目,35.689585,139.305047
9126,西東京バス（株）,谷戸(八王子市),35.692861,139.304523
9127,西東京バス（株）,ゴルフ場入口(東京都),35.698993,139.297839
9128,西東京バス（株）,戸吹スポーツ公園入口,35.702089,139.293887
9129,西東京バス（株）,戸吹,35.707999,139.295388
9130,西東京バス（株）,上戸吹,35.709518,139.290604
9131,西東京バス（株）,秋留橋,35.714889,139.283579
9132,西東京バス（株）,サマーランド,35.717654,139.277688
9133,西東京バス（株）,秋川駅,35.728656,139.286736
9134,西東京バス（株）,大横町,35.661649,139.329215
9135,西東京バス（株）,稲荷坂下,35.671197,139.331628
9136,西東京バス（株）,馬場谷戸,35.677152,139.332552
9137,西東京バス（株）,谷野町南,35.68354,139.331083
9138,西東京バス（株）,谷野町会館,35.68538,139.328284
9139,西東京バス（株）,創価大学栄光門,35.690015,139.323827
9140,西東京バス（株）,善太郎坂下,35.693841,139.32472
9141,西東京バス（株）,創価大学創大門,35.692309,139.328259
9142,西東京バス（株）,創価大学正門東京富士美術館,35.688124,139.330461
9143,西東京バス（株）,八王子駅北口,35.65678,139.339049
9144,西東京バス（株）,八日町四丁目,35.660722,139.328717
9145,西東京バス（株）,大横町,35.662704,139.329157
9146,西東京バス（株）,サイエンスドーム,35.664447,139.329577
9147,西東京バス（株）,浅川橋(東京都),35.666608,139.3302
9148,西東京バス（株）,川口川橋,35.669592,139.330958
9149,西東京バス（株）,馬場谷戸,35.678172,139.333307
9150,西東京バス（株）,谷野町南,35.683353,139.331292
9151,西東京バス（株）,谷野町,35.685194,139.329067
9152,西東京バス（株）,桑並木通り,35.659281,139.339497
9153,西東京バス（株）,浅川大橋南,35.662613,139.339734
9154,西東京バス（株）,八王子郵便局,35.66663,139.341142
9155,西東京バス（株）,星谷坂,35.682557,139.33795
9156,西東京バス（株）,谷野町,35.685236,139.329308
9157,西東京バス（株）,創価大学正門東京富士美術館,35.687976,139.330466
9158,西東京バス（株）,純心女子学園(東京都),35.691755,139.335221
9159,西東京バス（株）,星谷坂,35.682381,139.337999
9160,西東京バス（株）,純心女子学園(東京都),35.692243,139.334012
9161,西東京バス（株）,八王子駅北口,35.656575,139.339054
9162,西東京バス（株）,大和田7丁目,35.667668,139.344827
9163,西東京バス（株）,大和田団地下,35.66649,139.350176
9164,西東京バス（株）,大和田小学校,35.666483,139.353731
9165,西東京バス（株）,団地入口(八王子市),35.668891,139.353311
9166,西東京バス（株）,バイパス大谷,35.673268,139.353365
9167,西東京バス（株）,大谷北,35.677361,139.354401
9168,西東京バス（株）,宇津木,35.680597,139.354912
9169,西東京バス（株）,石川(東京都),35.680958,139.357731
9170,西東京バス（株）,宇津木台南,35.686009,139.358339
9171,西東京バス（株）,宇津木台中央,35.68863,139.358699
9172,西東京バス（株）,平町(八王子市),35.689802,139.35562
9173,西東京バス（株）,宇津木台,35.689177,139.352417
9174,西東京バス（株）,日野駅(東京都),35.679196,139.393415
9175,西東京バス（株）,栄町4丁目(東京都),35.681987,139.389574
9176,西東京バス（株）,東光寺小入口,35.683004,139.385496
9177,西東京バス（株）,栄町5丁目(東京都),35.684412,139.381787
9178,西東京バス（株）,小宮町東,35.687381,139.376599
9179,西東京バス（株）,小宮町,35.688925,139.372513
9180,西東京バス（株）,多摩大橋,35.690013,139.368878
9181,西東京バス（株）,宇津木台東,35.689371,139.361434
9182,西東京バス（株）,八王子駅北口,35.656562,139.338897
9183,西東京バス（株）,京王八王子駅,35.659154,139.342521
9184,西東京バス（株）,明神町(東京都),35.659956,139.346219
9185,西東京バス（株）,大和田(東京都),35.662296,139.349482
9186,西東京バス（株）,大和田坂下,35.662644,139.353835
9187,西東京バス（株）,石川入口(東京都),35.663214,139.356149
9188,西東京バス（株）,北八王子駅入口,35.668019,139.358815
9189,西東京バス（株）,第八小学校(八王子市),35.670776,139.360669
9190,西東京バス（株）,大谷石川団地,35.671574,139.359256
9191,西東京バス（株）,東海大学八王子病院,35.67324,139.357196
9192,西東京バス（株）,石川南,35.672788,139.361175
9193,西東京バス（株）,ケンウッド前,35.673395,139.36263
9194,西東京バス（株）,石川中央道下,35.675301,139.364375
9195,西東京バス（株）,田島橋,35.678917,139.365886
9196,西東京バス（株）,石川町会館前(東京都),35.681456,139.36538
9197,西東京バス（株）,石川宮下,35.68117,139.362656
9198,西東京バス（株）,八王子駅北口,35.656621,139.338794
9199,西東京バス（株）,石川南,35.672614,139.361075
9200,西東京バス（株）,大和田団地,35.668323,139.352622
9201,西東京バス（株）,大和田小学校,35.665341,139.354004
9202,西東京バス（株）,大和田坂下,35.663974,139.353553
9203,西東京バス（株）,大和田(東京都),35.662139,139.349773
9204,西東京バス（株）,明神町(東京都),35.660411,139.346943
9205,西東京バス（株）,京王八王子駅,35.657952,139.342827
9206,西東京バス（株）,八王子駅北口,35.656636,139.338636
9207,西東京バス（株）,純心女子学園(東京都),35.691754,139.33522
9208,西東京バス（株）,天神前(八王子市),35.682851,139.338979
9209,西東京バス（株）,道の駅八王子滝山入口,35.686418,139.339856
9210,西東京バス（株）,梅坪町(東京都),35.687858,139.336869
9211,西東京バス（株）,新道丹木町,35.68909,139.334311
9212,西東京バス（株）,純心女子学園(東京都),35.691836,139.334162
9213,西東京バス（株）,丹木1丁目,35.694059,139.331166
9214,西東京バス（株）,丹木2丁目,35.695281,139.32917
9215,西東京バス（株）,滝山城址下,35.697509,139.324619
9216,西東京バス（株）,農協前(八王子市),35.698717,139.321024
9217,西東京バス（株）,加住小学校,35.700549,139.317453
9218,西東京バス（株）,宮下橋(東京都),35.702516,139.312473
9219,西東京バス（株）,東宮下(東京都),35.704411,139.308821
9220,西東京バス（株）,宮下・杏林大学入口,35.705374,139.305913
9221,西東京バス（株）,下戸吹,35.705793,139.304285
9222,西東京バス（株）,落合橋(八王子市),35.706829,139.300593
9223,西東京バス（株）,戸吹,35.707658,139.296845
9224,西東京バス（株）,戸吹北工業団地,35.712227,139.292985
9225,西東京バス（株）,秋留橋,35.71552,139.284021
9226,西東京バス（株）,牛沼(東京都),35.720033,139.2862
9227,西東京バス（株）,油平,35.7222,139.286833
9228,西東京バス（株）,油平北,35.727156,139.288361
9229,西東京バス（株）,秋川駅,35.7285,139.287264
9230,西東京バス（株）,横山町(東京都),35.660191,139.339381
9231,西東京バス（株）,戸吹,35.70728,139.296395
9232,西東京バス（株）,馬場谷戸,35.678009,139.333549
9233,西東京バス（株）,みつい台,35.680842,139.327521
9234,西東京バス（株）,元横山2丁目,35.661969,139.335334
9235,西東京バス（株）,いちょうホール前,35.662026,139.332501
9236,西東京バス（株）,京王八王子駅,35.657645,139.343577
9237,西東京バス（株）,八王子駅北口,35.656647,139.339229
9238,西東京バス（株）,元本郷1丁目,35.664438,139.321582
9239,西東京バス（株）,八王子警察署前,35.664783,139.318246
9240,西東京バス（株）,市役所入口(八王子市役所),35.665057,139.315378
9241,西東京バス（株）,多賀公園入口,35.665277,139.313138
9242,西東京バス（株）,横川橋公園,35.666166,139.30945
9243,西東京バス（株）,住宅中央,35.667542,139.309647
9244,西東京バス（株）,住宅北,35.668819,139.306153
9245,西東京バス（株）,横川町住宅,35.667385,139.304317
9246,西東京バス（株）,三村橋,35.666601,139.302731
9247,西東京バス（株）,ジェイビス[JVIS]前,35.670553,139.30172
9248,西東京バス（株）,花川(東京都),35.672764,139.301747
9249,西東京バス（株）,泉町(八王子市),35.675026,139.300948
9250,西東京バス（株）,泉町住宅,35.67673,139.299775
9251,西東京バス（株）,四谷並木橋,35.679059,139.298907
9252,西東京バス（株）,四谷北,35.679577,139.297147
9253,西東京バス（株）,松枝住宅,35.681737,139.294037
9254,西東京バス（株）,西八王子駅北口,35.657305,139.313054
9255,西東京バス（株）,小宮小学校,35.683128,139.368555
9256,西東京バス（株）,小宮駅入口,35.687055,139.370485
9257,西東京バス（株）,小宮町,35.688825,139.373205
9258,西東京バス（株）,小宮町東,35.687473,139.376785
9259,西東京バス（株）,栄町5丁目北,35.685163,139.381768
9260,西東京バス（株）,東光寺団地入口,35.684176,139.387868
9261,西東京バス（株）,東光寺駐在,35.683377,139.391835
9262,西東京バス（株）,薬王寺(東京都),35.681743,139.394195
9263,西東京バス（株）,日野駅(東京都),35.679054,139.393396
9264,西東京バス（株）,高尾駅北口,35.642231,139.281359
9265,西東京バス（株）,森林科学園,35.6461,139.280186
9266,西東京バス（株）,霞ヶ丘住宅(東京都),35.651894,139.276798
9267,西東京バス（株）,宮の前(八王子市),35.654982,139.275178
9268,西東京バス（株）,霊園前・八王子城跡入口,35.656471,139.273873
9269,西東京バス（株）,霊園正門,35.659983,139.269027
9270,西東京バス（株）,タウン入口,35.668422,139.264306
9271,西東京バス（株）,川原宿大橋,35.671809,139.260114
9272,西東京バス（株）,上小田野,35.672998,139.263852
9273,西東京バス（株）,小田野中央公園,35.674959,139.26668
9274,西東京バス（株）,中小田野,35.675735,139.267858
9275,西東京バス（株）,小田野,35.678957,139.271336
9276,西東京バス（株）,陵北大橋,35.683265,139.270039
9277,西東京バス（株）,団地南(八王子市),35.68529,139.267638
9278,西東京バス（株）,団地東(八王子市),35.688486,139.269432
9279,西東京バス（株）,自治会館前(東京都),35.688089,139.266339
9280,西東京バス（株）,団地西(八王子市),35.68664,139.265045
9281,西東京バス（株）,宝生寺団地,35.685079,139.266913
9282,西東京バス（株）,恩方上宿,35.674044,139.257821
9283,西東京バス（株）,恩方営業所,35.676706,139.257161
9284,西東京バス（株）,恩方ターミナル,35.679653,139.258949
9285,西東京バス（株）,高尾駅北口,35.642146,139.28099
9286,西東京バス（株）,城山大橋,35.654182,139.277447
9287,西東京バス（株）,鍛冶屋敷(東京都),35.65738,139.28075
9288,西東京バス（株）,元八2丁目,35.659893,139.282666
9289,西東京バス（株）,元八2丁目北,35.662742,139.282166
9290,西東京バス（株）,ホーメストタウン,35.663302,139.277711
9291,西東京バス（株）,中央公園〔西東京バス〕,35.664972,139.275981
9292,西東京バス（株）,高尾駅南口,35.64145,139.283737
9293,西東京バス（株）,霞ヶ丘住宅(東京都),35.652133,139.277087
9294,西東京バス（株）,城山大橋,35.654529,139.277767
9295,西東京バス（株）,鍛冶屋敷(東京都),35.65631,139.279791
9296,西東京バス（株）,元八2丁目,35.659974,139.282975
9297,西東京バス（株）,元八2丁目北,35.662956,139.281797
9298,西東京バス（株）,ホーメストタウン,35.662704,139.278656
9299,西東京バス（株）,とちのき公園,35.662882,139.274796
9300,西東京バス（株）,西八王子駅北口,35.657027,139.312513
9301,西東京バス（株）,中央図書館前(八王子市),35.657047,139.310911
9302,西東京バス（株）,桑志高校,35.655177,139.307209
9303,西東京バス（株）,富士森高校,35.657622,139.302472
9304,西東京バス（株）,舟田,35.659753,139.299068
9305,西東京バス（株）,中央道八王子バス停下,35.665058,139.296787
9306,西東京バス（株）,横川下原公園入口,35.666606,139.295098
9307,西東京バス（株）,滝原新橋,35.667651,139.293698
9308,西東京バス（株）,慈根寺(八王子市),35.669606,139.292533
9309,西東京バス（株）,元八事務所,35.671311,139.293404
9310,西東京バス（株）,二分方小学校,35.672649,139.289522
9311,西東京バス（株）,のぼり川,35.673494,139.286998
9312,西東京バス（株）,桑の葉,35.672941,139.28421
9313,西東京バス（株）,城山中入口,35.672824,139.281833
9314,西東京バス（株）,川町東,35.672219,139.279189
9315,西東京バス（株）,川町落合橋,35.670972,139.277053
9316,西東京バス（株）,グリーンタウン高尾,35.672691,139.274819
9317,西東京バス（株）,高尾駅南口,35.641553,139.283693
9318,西東京バス（株）,森林科学園,35.646096,139.280202
9319,西東京バス（株）,霞ヶ丘住宅(東京都),35.651891,139.276813
9320,西東京バス（株）,城山大橋,35.654178,139.277463
9321,西東京バス（株）,鍛冶屋敷(東京都),35.657376,139.280765
9322,西東京バス（株）,元八2丁目,35.65989,139.282681
9323,西東京バス（株）,元八2丁目北,35.662738,139.282181
9324,西東京バス（株）,ホーメストタウン,35.6627,139.278671
9325,西東京バス（株）,ホーメストタウン北,35.665238,139.274712
9326,西東京バス（株）,けやき公園前(八王子市),35.663863,139.27224
9327,西東京バス（株）,タウン入口,35.668418,139.264321
9328,西東京バス（株）,川原宿大橋,35.671806,139.260129
9329,西東京バス（株）,上小田野,35.672995,139.263867
9330,西東京バス（株）,小田野中央公園,35.674956,139.266695
9331,西東京バス（株）,中小田野,35.675732,139.267874
9332,西東京バス（株）,小田野,35.678953,139.271351
9333,西東京バス（株）,陵北大橋,35.683262,139.270053
9334,西東京バス（株）,団地南(八王子市),35.685334,139.267993
9335,西東京バス（株）,団地東(八王子市),35.688482,139.269447
9336,西東京バス（株）,自治会館前(東京都),35.688085,139.266353
9337,西東京バス（株）,団地西(八王子市),35.687231,139.264962
9338,西東京バス（株）,宝生寺団地,35.685076,139.266928
9339,西東京バス（株）,コンセール住宅,35.65354,139.273049
9340,西東京バス（株）,高尾台中央,35.651322,139.269129
9341,西東京バス（株）,高尾台住宅,35.648322,139.267141
9342,西東京バス（株）,川原宿〔西東京バス〕,35.671821,139.258749
9343,西東京バス（株）,上川原宿,35.670132,139.257151
9344,西東京バス（株）,松竹(東京都),35.668532,139.252841
9345,西東京バス（株）,恩方事務所,35.667229,139.249459
9346,西東京バス（株）,大久保(東京都),35.666619,139.247249
9347,西東京バス（株）,恩方営業所,35.677246,139.257318
9348,西東京バス（株）,恩方上宿,35.673981,139.258143
9349,西東京バス（株）,宝生寺団地入口,35.680702,139.273605
9350,西東京バス（株）,切通し(東京都),35.681746,139.276776
9351,西東京バス（株）,神戸会館入口,35.680494,139.278839
9352,西東京バス（株）,神戸(東京都),35.679347,139.281649
9353,西東京バス（株）,二分方入口,35.677838,139.285246
9354,西東京バス（株）,諏訪神社(八王子市),35.676116,139.289112
9355,西東京バス（株）,諏訪中央,35.674717,139.291913
9356,西東京バス（株）,下諏訪宿,35.674061,139.293379
9357,西東京バス（株）,元八事務所,35.671554,139.293952
9358,西東京バス（株）,慈根寺(八王子市),35.669009,139.29252
9359,西東京バス（株）,元八1丁目,35.665826,139.289196
9360,西東京バス（株）,石神坂,35.662228,139.284469
9361,西東京バス（株）,元八2丁目,35.659973,139.282974
9362,西東京バス（株）,霞ヶ丘住宅(東京都),35.652132,139.277086
9363,西東京バス（株）,森林科学園,35.646248,139.280292
9364,西東京バス（株）,高尾駅北口,35.643444,139.282181
9365,西東京バス（株）,八王子駅北口,35.656612,139.339419
9366,西東京バス（株）,本郷横丁,35.660686,139.322831
9367,西東京バス（株）,追分(八王子市),35.660787,139.319809
9368,西東京バス（株）,日吉町1丁目会館,35.661171,139.316233
9369,西東京バス（株）,日吉町(八王子市),35.66141,139.314416
9370,西東京バス（株）,水無瀬橋(東京都),35.661879,139.312
9371,西東京バス（株）,横川(東京都),35.664488,139.304657
9372,西東京バス（株）,薬師前・ジェイビス(JVIS)入口,35.669274,139.300343
9373,西東京バス（株）,叶谷,35.670818,139.298512
9374,西東京バス（株）,四谷(八王子市),35.672744,139.29623
9375,西東京バス（株）,四谷中入口,35.674836,139.297022
9376,西東京バス（株）,四谷北,35.679566,139.297139
9377,西東京バス（株）,松枝住宅,35.681736,139.294034
9378,西東京バス（株）,下諏訪宿,35.674035,139.293195
9379,西東京バス（株）,諏訪中央,35.675477,139.290207
9380,西東京バス（株）,諏訪神社(八王子市),35.676311,139.288512
9381,西東京バス（株）,二分方入口,35.677391,139.286105
9382,西東京バス（株）,神戸(東京都),35.679506,139.281092
9383,西東京バス（株）,切通し(東京都),35.681779,139.276589
9384,西東京バス（株）,宝生寺団地入口,35.680754,139.273838
9385,西東京バス（株）,小田野,35.678746,139.271269
9386,西東京バス（株）,中小田野,35.676043,139.268381
9387,西東京バス（株）,小田野中央公園,35.674478,139.26615
9388,西東京バス（株）,上小田野,35.673067,139.264116
9389,西東京バス（株）,元木(東京都),35.679762,139.267494
9390,西東京バス（株）,上野原(東京都),35.679407,139.262256
9391,西東京バス（株）,小津町,35.678534,139.232315
9392,西東京バス（株）,西八王子駅北口,35.656927,139.312332
9393,西東京バス（株）,中央図書館前(八王子市),35.656872,139.310131
9394,西東京バス（株）,桑志高校,35.655749,139.307881
9395,西東京バス（株）,富士森高校,35.65791,139.302172
9396,西東京バス（株）,舟田,35.658983,139.299814
9397,西東京バス（株）,中央道八王子バス停下,35.664795,139.29731
9398,西東京バス（株）,横川下原公園入口,35.666498,139.295459
9399,西東京バス（株）,滝原新橋,35.667828,139.293678
