バス会社名称,路線名称,バス停名称,緯度,経度,ID,路線ID,停車順番
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],赤羽駅西口,35.777963,139.720186,27232,1720,1
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],八幡小学校北,35.781779,139.71278,27233,1720,2
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],東京北医療センター入口,35.783148,139.710044,27234,1720,3
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],北赤羽駅入口,35.784863,139.707413,27235,1720,4
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間一丁目,35.788191,139.704235,27236,1720,5
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間団地,35.787371,139.702357,27237,1720,6
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間三丁目,35.785513,139.699823,27238,1720,7
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間工場街,35.784384,139.697464,27239,1720,8
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間五丁目,35.786758,139.696619,27240,1720,9
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間四丁目,35.788733,139.697033,27241,1720,10
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間二丁目,35.790603,139.696985,27242,1720,11
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],浮間舟渡駅,35.791379,139.692097,27243,1720,12
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],舟渡一丁目,35.793013,139.690577,27244,1720,13
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],舟渡町,35.793502,139.687036,27245,1720,14
国際興業（株）,赤72:赤羽駅-戸田公園駅〔深夜〕[国際興業バス],戸田公園駅西口,35.807292,139.678073,27246,1720,15
国際興業（株）,赤54-1/54-2:赤羽駅-桐ヶ丘循環〔体育館経由〕[国際興業バス],八幡小学校北,35.781087,139.713558,27247,1721,1
国際興業（株）,赤54-1/54-2:赤羽駅-桐ヶ丘循環〔体育館経由〕[国際興業バス],体育館〔北区桐ヶ丘〕,35.779726,139.711646,27248,1721,2
国際興業（株）,赤54-1/54-2:赤羽駅-桐ヶ丘循環〔体育館経由〕[国際興業バス],桐ヶ丘一丁目(東京都),35.77914,139.707869,27249,1721,3
国際興業（株）,赤54-1/54-2:赤羽駅-桐ヶ丘循環〔体育館経由〕[国際興業バス],赤羽北三丁目,35.77946,139.704227,27250,1721,4
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],赤羽駅西口,35.778054,139.718804,27251,1722,1
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],弁天通り(東京都),35.777422,139.718303,27252,1722,2
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],弁天坂下,35.774894,139.716865,27253,1722,3
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],赤羽西四丁目,35.774002,139.714414,27254,1722,4
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],西が丘(東京都),35.771173,139.712628,27255,1722,5
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],HPSC陸上門,35.770544,139.709588,27256,1722,6
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],HPSC南,35.767626,139.709467,27257,1722,7
国際興業（株）,赤80/王23:赤羽車庫-赤羽駅西口・王子駅[国際興業バス],赤羽車庫,35.766618,139.707416,27258,1722,8
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],赤羽駅西口,35.777936,139.720076,27259,1723,1
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],法善寺交番,35.778813,139.713603,27260,1723,2
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],赤羽都営住宅,35.776228,139.710889,27261,1723,3
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],赤羽郷,35.775312,139.708271,27262,1723,4
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],赤羽自然観察公園,35.773227,139.708539,27263,1723,5
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],HPSC陸上門,35.769702,139.708985,27264,1723,6
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],HPSC南,35.767874,139.709602,27265,1723,7
国際興業（株）,赤80-2:赤羽駅-トンネル-赤羽車庫[国際興業バス],赤羽車庫,35.766618,139.707416,27266,1723,8
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],赤羽駅西口,35.777936,139.720076,27267,1724,1
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],赤羽駅西口〔坂下乗場〕,35.780091,139.718748,27268,1724,2
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],赤羽台三丁目,35.780517,139.714931,27269,1724,3
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],赤羽台坂下,35.782341,139.717228,27270,1724,4
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],師団坂通り,35.783968,139.714204,27271,1724,5
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],赤羽台高台,35.783946,139.713365,27272,1724,6
国際興業（株）,赤58:赤羽駅-東京北医療センター[国際興業バス],東京北医療センター,35.784074,139.711002,27273,1724,7
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],赤羽駅西口,35.777963,139.720186,27274,1725,1
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],八幡小学校北,35.781779,139.71278,27275,1725,2
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],東京北医療センター入口,35.783148,139.710044,27276,1725,3
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],北赤羽駅入口,35.784863,139.707413,27277,1725,4
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間一丁目,35.788191,139.704235,27278,1725,5
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間団地,35.787371,139.702357,27279,1725,6
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間三丁目,35.785513,139.699823,27280,1725,7
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間工場街,35.784384,139.697464,27281,1725,8
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間五丁目,35.786758,139.696619,27282,1725,9
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間四丁目,35.788733,139.697033,27283,1725,10
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間二丁目,35.790603,139.696985,27284,1725,11
国際興業（株）,赤71:赤羽駅-浮間舟渡駅〔深夜〕[国際興業バス],浮間舟渡駅,35.791379,139.692097,27285,1725,12
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],池袋駅〔西口〕,35.731038,139.708918,27286,1726,1
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],大山(東京都),35.749334,139.696214,27287,1726,2
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],下頭橋,35.753106,139.690837,27288,1726,3
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],ときわ台駅,35.75912,139.689547,27289,1726,4
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],上板橋駅前,35.76393,139.677281,27290,1726,5
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],東武練馬駅,35.769263,139.661078,27291,1726,6
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],下赤塚駅〔北口〕,35.770568,139.645993,27292,1726,7
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],成増駅入口〔国際興業〕,35.777087,139.630231,27293,1726,8
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],白子坂上,35.782085,139.619308,27294,1726,9
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],和光市駅入口,35.784042,139.609865,27295,1726,10
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],南栄町(埼玉県),35.787112,139.597695,27296,1726,11
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],朝霞駅南口,35.796749,139.600065,27297,1726,12
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],朝霞市役所,35.797488,139.59429,27298,1726,13
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],朝霞台駅,35.814246,139.58681,27299,1726,14
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],志木駅南口,35.822328,139.574257,27300,1726,15
国際興業（株）,ミッドナイトアロー朝霞台・新座[国際興業バス],新座駅南口,35.80354,139.557097,27301,1726,16
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],池袋駅〔西口〕,35.731146,139.708666,27302,1727,1
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],大山(東京都),35.749334,139.696214,27303,1727,2
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],下頭橋,35.753106,139.690837,27304,1727,3
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],ときわ台駅,35.75912,139.689547,27305,1727,4
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],上板橋駅前,35.76393,139.677281,27306,1727,5
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],東武練馬駅,35.769263,139.661078,27307,1727,6
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],下赤塚駅〔北口〕,35.770568,139.645993,27308,1727,7
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],成増駅入口〔国際興業〕,35.777087,139.630231,27309,1727,8
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],白子坂上,35.782085,139.619308,27310,1727,9
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],和光市駅入口,35.784042,139.609865,27311,1727,10
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],南栄町(埼玉県),35.787112,139.597695,27312,1727,11
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],朝霞駅南口,35.796749,139.600065,27313,1727,12
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],朝霞市役所,35.797488,139.59429,27314,1727,13
国際興業（株）,ミッドナイトアロー成増・朝霞台[国際興業バス],朝霞台駅,35.814246,139.58681,27315,1727,14
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],池袋駅〔西口〕,35.730698,139.708937,27316,1728,1
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],千川駅,35.738728,139.688437,27317,1728,2
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],羽沢〔新桜台駅〕,35.741549,139.669484,27318,1728,3
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],氷川台駅,35.749464,139.666016,27319,1728,4
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],平和台駅(東京都),35.757672,139.653927,27320,1728,5
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],練馬春日町駅〔春日町図書館〕,35.752117,139.638104,27321,1728,6
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],光が丘IMA,35.758293,139.628749,27322,1728,7
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],旭町南地区区民館,35.764509,139.625224,27323,1728,8
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],旭町南(東京都),35.766629,139.6214,27324,1728,9
国際興業（株）,ミッドナイトアロー光が丘・和光市[国際興業バス],和光市駅南口,35.788061,139.612179,27325,1728,10
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],池袋駅〔西口〕,35.730468,139.708438,27326,1729,1
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],板橋区役所,35.751526,139.708298,27327,1729,2
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],大和町〔板橋本町駅〕,35.760383,139.705657,27328,1729,3
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],蓮沼町〔本蓮沼駅〕,35.768178,139.702536,27329,1729,4
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],志村坂上,35.776213,139.694233,27330,1729,5
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],志村三丁目駅,35.778504,139.686149,27331,1729,6
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],蓮根駅,35.785091,139.679947,27332,1729,7
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],西台駅〔高島通り〕,35.786657,139.674097,27333,1729,8
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],高島平駅,35.788224,139.662105,27334,1729,9
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],新高島平駅,35.789967,139.653839,27335,1729,10
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],西高島平駅,35.791407,139.646318,27336,1729,11
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],田島団地,35.840329,139.631973,27337,1729,12
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],西浦和駅入口,35.844282,139.630745,27338,1729,13
国際興業（株）,ミッドナイトアロー高島平・中浦和[国際興業バス],中浦和駅,35.853536,139.637456,27339,1729,14
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],池袋駅〔西口〕,35.730454,139.708687,27340,1730,1
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],王子駅前,35.753431,139.737639,27341,1730,2
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],王子五丁目,35.764971,139.735684,27342,1730,3
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],東十条四丁目,35.768708,139.726894,27343,1730,4
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],赤羽駅東口,35.778493,139.722495,27344,1730,5
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],川口駅東口,35.801828,139.718423,27345,1730,6
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],西川口駅東口,35.815895,139.705189,27346,1730,7
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],蕨駅東口,35.828987,139.691449,27347,1730,8
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],南浦和駅東口,35.848077,139.67072,27348,1730,9
国際興業（株）,ミッドナイトアロー南浦和・東浦和[国際興業バス],東浦和駅,35.864606,139.704516,27349,1730,10
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],池袋駅〔西口〕,35.730454,139.708945,27350,1731,1
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],戸田中央通り,35.812704,139.682385,27351,1731,2
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],大里〔武蔵浦和駅入口〕,35.84687,139.650493,27352,1731,3
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],浦和駅西口,35.858565,139.655996,27353,1731,4
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],北浦和駅西口〔国際興業〕,35.871686,139.645296,27354,1731,5
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],北与野駅,35.890956,139.628132,27355,1731,6
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],ソニックシティ前,35.904925,139.619952,27356,1731,7
国際興業（株）,ミッドナイトアロー浦和・大宮[国際興業バス],大宮駅東口,35.906361,139.625823,27357,1731,8
練馬区,氷川台ルート〔練馬駅〕[みどりバス],早宮四丁目,35.748637,139.648995,27358,1732,1
練馬区,氷川台ルート〔練馬駅〕[みどりバス],練馬総合運動場,35.744896,139.65331,27359,1732,2
練馬区,氷川台ルート〔練馬駅〕[みどりバス],練馬総合運動場,35.744896,139.65331,27359,1732,2
練馬区,氷川台ルート〔練馬駅〕[みどりバス],開進第二中学校,35.743489,139.653954,27360,1732,3
練馬区,氷川台ルート〔練馬駅〕[みどりバス],開進第二中学校,35.743489,139.653954,27360,1732,3
練馬区,氷川台ルート〔練馬駅〕[みどりバス],南町小学校(練馬区),35.740313,139.653753,27361,1732,4
練馬区,氷川台ルート〔練馬駅〕[みどりバス],南町小学校(練馬区),35.740313,139.653753,27361,1732,4
練馬区,氷川台ルート〔練馬駅〕[みどりバス],練馬駅前,35.738579,139.654123,27362,1732,5
練馬区,氷川台ルート〔練馬駅〕[みどりバス],南町小学校(練馬区),35.740313,139.653753,27363,1732,6
練馬区,氷川台ルート〔練馬駅〕[みどりバス],南町小学校(練馬区),35.740313,139.653753,27363,1732,6
練馬区,氷川台ルート〔練馬駅〕[みどりバス],開進第二中学校,35.743489,139.653954,27364,1732,7
練馬区,氷川台ルート〔練馬駅〕[みどりバス],開進第二中学校,35.743489,139.653954,27364,1732,7
練馬区,氷川台ルート〔練馬駅〕[みどりバス],練馬総合運動場,35.744896,139.65331,27365,1732,8
練馬区,氷川台ルート〔練馬駅〕[みどりバス],練馬総合運動場,35.744896,139.65331,27365,1732,8
練馬区,氷川台ルート〔練馬駅〕[みどりバス],早宮小学校入口,35.749229,139.650577,27366,1732,9
練馬区,北町ルート[みどりバス],練馬光が丘病院,35.760979,139.633614,27367,1733,1
練馬区,北町ルート[みどりバス],光が丘駅,35.758954,139.630168,27368,1733,2
練馬区,北町ルート[みどりバス],あかね雲公園,35.76006,139.630417,27369,1733,3
練馬区,北町ルート[みどりバス],光が丘公園,35.762015,139.630385,27370,1733,4
練馬区,北町ルート[みどりバス],光が丘福祉園,35.76386,139.632032,27371,1733,5
練馬区,北町ルート[みどりバス],田柄高校北,35.7644,139.634698,27372,1733,6
練馬区,北町ルート[みどりバス],田柄四丁目,35.766176,139.638631,27373,1733,7
練馬区,北町ルート[みどりバス],田柄交番,35.766439,139.641117,27374,1733,8
練馬区,北町ルート[みどりバス],田柄二丁目,35.766829,139.644206,27375,1733,9
練馬区,北町ルート[みどりバス],北町三丁目(練馬区),35.767756,139.650797,27376,1733,10
練馬区,北町ルート[みどりバス],北町二丁目(練馬区),35.765924,139.657792,27377,1733,11
練馬区,北町ルート[みどりバス],自衛隊前(東京都),35.765018,139.661027,27378,1733,12
練馬区,北町ルート[みどりバス],北町小学校(練馬区),35.765245,139.663682,27379,1733,13
練馬区,北町ルート[みどりバス],練馬北町車庫,35.763612,139.666161,27380,1733,14
練馬区,北町ルート[みどりバス],北町一丁目(練馬区),35.763134,139.667867,27381,1733,15
練馬区,北町ルート[みどりバス],北町一丁目東(練馬区),35.764688,139.669537,27382,1733,16
練馬区,北町ルート[みどりバス],北町一丁目中央,35.765406,139.668014,27383,1733,17
練馬区,北町ルート[みどりバス],北町二丁目東(練馬区),35.767064,139.663988,27384,1733,18
練馬区,北町ルート[みどりバス],東武練馬駅入口,35.767921,139.661771,27385,1733,19
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],光が丘駅,35.758977,139.629552,27386,1734,1
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],光が丘公園,35.762011,139.630503,27387,1734,2
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],光が丘福祉園,35.763736,139.632052,27388,1734,3
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],田柄高校北,35.764278,139.63465,27389,1734,4
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],田柄四丁目,35.76596,139.637957,27390,1734,5
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],田柄交番,35.766385,139.641458,27391,1734,6
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],田柄二丁目,35.766829,139.645384,27392,1734,7
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],北町三丁目西(練馬区),35.768504,139.649209,27393,1734,8
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],新大宮バイパス西,35.768731,139.650979,27394,1734,9
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],北町消防出張所,35.768687,139.653635,27395,1734,10
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],北町三丁目東(練馬区),35.768754,139.655661,27396,1734,11
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],北町上宿公園,35.76837,139.659391,27397,1734,12
練馬区,北町ルート(東武練馬駅-光が丘駅)[みどりバス],東武練馬駅入口,35.767921,139.661771,27398,1734,13
練馬区,氷川台ルート[みどりバス],光が丘公園,35.762196,139.63009,27399,1735,1
練馬区,氷川台ルート[みどりバス],あかね雲公園,35.760234,139.630541,27400,1735,2
練馬区,氷川台ルート[みどりバス],練馬光が丘病院,35.760979,139.633614,27401,1735,3
練馬区,氷川台ルート[みどりバス],光が丘駅,35.758977,139.629552,27402,1735,4
練馬区,氷川台ルート[みどりバス],光が丘二丁目(東京都),35.758093,139.631866,27403,1735,5
練馬区,氷川台ルート[みどりバス],光が丘三丁目(東京都),35.75522,139.632123,27404,1735,6
練馬区,氷川台ルート[みどりバス],春日町六丁目,35.753687,139.634076,27405,1735,7
練馬区,氷川台ルート[みどりバス],練馬小学校,35.753108,139.635981,27406,1735,8
練馬区,氷川台ルート[みどりバス],春日町図書館,35.752303,139.638137,27407,1735,9
練馬区,氷川台ルート[みどりバス],練馬春日町駅東,35.75114,139.641269,27408,1735,10
練馬区,氷川台ルート[みどりバス],春日町三丁目(東京都),35.750146,139.644349,27409,1735,11
練馬区,氷川台ルート[みどりバス],春日町一丁目西,35.749403,139.646581,27410,1735,12
練馬区,氷川台ルート[みどりバス],早宮四丁目,35.748637,139.648995,27411,1735,13
練馬区,氷川台ルート[みどりバス],練馬総合運動場,35.744896,139.65331,27412,1735,14
練馬区,氷川台ルート[みどりバス],練馬総合運動場,35.744896,139.65331,27412,1735,14
練馬区,氷川台ルート[みどりバス],開進第二中学校,35.743489,139.653954,27413,1735,15
練馬区,氷川台ルート[みどりバス],開進第二中学校,35.743489,139.653954,27413,1735,15
練馬区,氷川台ルート[みどりバス],南町小学校(練馬区),35.740313,139.653753,27414,1735,16
練馬区,氷川台ルート[みどりバス],南町小学校(練馬区),35.740313,139.653753,27414,1735,16
練馬区,氷川台ルート[みどりバス],練馬駅前,35.738579,139.654123,27415,1735,17
練馬区,氷川台ルート[みどりバス],南町小学校(練馬区),35.740313,139.653753,27416,1735,18
練馬区,氷川台ルート[みどりバス],南町小学校(練馬区),35.740313,139.653753,27416,1735,18
練馬区,氷川台ルート[みどりバス],開進第二中学校,35.743489,139.653954,27417,1735,19
練馬区,氷川台ルート[みどりバス],開進第二中学校,35.743489,139.653954,27417,1735,19
練馬区,氷川台ルート[みどりバス],練馬総合運動場,35.744896,139.65331,27418,1735,20
練馬区,氷川台ルート[みどりバス],練馬総合運動場,35.744896,139.65331,27418,1735,20
練馬区,氷川台ルート[みどりバス],早宮小学校入口,35.749636,139.651057,27419,1735,21
練馬区,氷川台ルート[みどりバス],練馬工業高校入口,35.751752,139.653924,27420,1735,22
練馬区,氷川台ルート[みどりバス],開進第一小学校,35.754136,139.65806,27421,1735,23
練馬区,氷川台ルート[みどりバス],はやいち公園,35.753208,139.656614,27422,1735,24
練馬区,氷川台ルート[みどりバス],早宮一丁目,35.753766,139.66004,27423,1735,25
練馬区,氷川台ルート[みどりバス],開進第一中学校入口,35.752573,139.661523,27424,1735,26
練馬区,氷川台ルート[みどりバス],氷川台駅西,35.750838,139.663688,27425,1735,27
練馬区,氷川台ルート[みどりバス],氷川台駅,35.749618,139.665769,27426,1735,28
練馬区,氷川台ルート[みどりバス],羽沢三丁目(東京都),35.749162,139.670739,27427,1735,29
練馬区,氷川台ルート[みどりバス],城北中央公園,35.753718,139.670439,27428,1735,30
練馬区,氷川台ルート[みどりバス],氷川台福祉園,35.756326,139.667767,27429,1735,31
練馬区,氷川台ルート[みどりバス],仲町小学校(練馬区),35.758628,139.666657,27430,1735,32
練馬区,氷川台ルート[みどりバス],錦団地,35.76126,139.66424,27431,1735,33
練馬区,氷川台ルート[みどりバス],北町小学校(練馬区),35.765245,139.663682,27432,1735,34
練馬区,氷川台ルート[みどりバス],北町二丁目東(練馬区),35.767064,139.663988,27433,1735,35
練馬区,氷川台ルート[みどりバス],東武練馬駅入口,35.767921,139.661771,27434,1735,36
練馬区,氷川台ルート[みどりバス],北町上宿公園,35.76837,139.659391,27435,1735,37
練馬区,氷川台ルート[みどりバス],北町中学校,35.766546,139.657449,27436,1735,38
練馬区,氷川台ルート[みどりバス],北町二丁目(練馬区),35.765924,139.657792,27437,1735,39
練馬区,氷川台ルート[みどりバス],自衛隊前(東京都),35.765018,139.661027,27438,1735,40
練馬区,氷川台ルート[みどりバス],練馬北町車庫,35.763638,139.664439,27439,1735,41
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],板橋市場,35.792532,139.650583,27440,1736,1
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],新高島平駅,35.79082,139.653206,27441,1736,2
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],高島平三丁目,35.78647,139.65194,27442,1736,3
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],大門竹の子公園,35.783927,139.648951,27443,1736,4
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],区立美術館入口,35.782847,139.645061,27444,1736,5
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],赤塚庁舎入口,35.778358,139.647291,27445,1736,6
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],赤塚六丁目,35.775419,139.646988,27446,1736,7
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],赤塚健康福祉センター入口,35.772905,139.646489,27447,1736,8
板橋区,りんりんGO〔区立美術館経由〕[板橋区コミュニティバス],下赤塚駅〔北口〕,35.770671,139.645972,27448,1736,9
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],下赤塚駅〔北口〕,35.770671,139.645972,27449,1737,1
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],赤塚一丁目(東京都),35.770239,139.64904,27450,1737,2
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],赤塚第一中学校,35.770171,139.652811,27451,1737,3
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],徳丸本町公園入口,35.771347,139.654837,27452,1737,4
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],おいせ坂上,35.774438,139.655493,27453,1737,5
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],徳丸五丁目,35.777149,139.654651,27454,1737,6
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],徳丸西,35.78013,139.654716,27455,1737,7
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],四葉二丁目,35.781394,139.652369,27456,1737,8
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],赤塚高速下,35.784012,139.653868,27457,1737,9
板橋区,りんりんGO〔おいせ坂上経由〕[板橋区コミュニティバス],高島平三丁目,35.786588,139.651757,27458,1737,10
