バス会社名称,路線名称,バス停名称,緯度,経度,ID,路線ID,停車順番
京王バス,八64[京王バス],上大船,35.618923,139.315063,9181,564,17
京王バス,八64[京王バス],東京家政学院,35.612124,139.31089,9182,564,18
京王バス,八南01<万町経由>[京王バス],京王八王子駅,35.657754,139.343448,9183,565,1
京王バス,八南01<万町経由>[京王バス],八王子駅北口,35.656464,139.339593,9184,565,2
京王バス,八南01<万町経由>[京王バス],横山町(東京都),35.659681,139.338036,9185,565,3
京王バス,八南01<万町経由>[京王バス],横山町三丁目,35.659819,139.33456,9186,565,4
京王バス,八南01<万町経由>[京王バス],南町(八王子市),35.658712,139.333514,9187,565,5
京王バス,八南01<万町経由>[京王バス],万町(東京都),35.655454,139.333012,9188,565,6
京王バス,八南01<万町経由>[京王バス],万町一丁目(東京都),35.652183,139.333996,9189,565,7
京王バス,八南01<万町経由>[京王バス],子安公園前,35.652166,139.335026,9190,565,8
京王バス,八南01<万町経由>[京王バス],子安三丁目,35.652618,139.337963,9191,565,9
京王バス,八南01<万町経由>[京王バス],八王子駅南口,35.654106,139.338587,9192,565,10
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],新宿駅西口,35.690585,139.698779,9193,566,1
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],中河原駅,35.659819,139.457971,9194,566,2
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],聖蹟桜ヶ丘駅,35.651544,139.446775,9195,566,3
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],高幡不動駅,35.661887,139.413257,9196,566,4
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],北野駅南口,35.644965,139.352771,9197,566,5
京王バス,深夜急行〔聖蹟桜ヶ丘・八王子系統〕[京王バス],八王子みなみ野駅,35.631205,139.330152,9198,566,6
京王バス,深夜急行〔調布・府中系統〕[京王バス],新宿駅西口,35.690585,139.698779,9199,567,1
京王バス,深夜急行〔調布・府中系統〕[京王バス],千歳烏山駅〔京王バス〕,35.66959,139.600096,9200,567,2
京王バス,深夜急行〔調布・府中系統〕[京王バス],給田(東京都),35.667456,139.594231,9201,567,3
京王バス,深夜急行〔調布・府中系統〕[京王バス],仙川駅入口〔京王バス〕,35.663425,139.584301,9202,567,4
京王バス,深夜急行〔調布・府中系統〕[京王バス],つつじヶ丘駅北口,35.658265,139.575095,9203,567,5
京王バス,深夜急行〔調布・府中系統〕[京王バス],国領駅,35.650339,139.557558,9204,567,6
京王バス,深夜急行〔調布・府中系統〕[京王バス],調布車庫前,35.645833,139.552993,9205,567,7
京王バス,深夜急行〔調布・府中系統〕[京王バス],調布駅南口,35.651348,139.543598,9206,567,8
京王バス,深夜急行〔調布・府中系統〕[京王バス],飛田給駅北口,35.660457,139.52329,9207,567,9
京王バス,深夜急行〔調布・府中系統〕[京王バス],多磨霊園駅入口,35.668753,139.505253,9208,567,10
京王バス,深夜急行〔調布・府中系統〕[京王バス],東府中駅,35.66941,139.494971,9209,567,11
京王バス,深夜急行〔調布・府中系統〕[京王バス],府中駅(東京都),35.672555,139.480179,9210,567,12
京王バス,深夜急行〔府中・国立系統〕[京王バス],大手町フィナンシャルシティグランキューブ,35.688568,139.764442,9211,568,1
京王バス,深夜急行〔府中・国立系統〕[京王バス],東京駅丸の内南口,35.681174,139.764751,9212,568,2
京王バス,深夜急行〔府中・国立系統〕[京王バス],新宿駅西口,35.690585,139.698779,9213,568,3
京王バス,深夜急行〔府中・国立系統〕[京王バス],府中駅(東京都),35.672555,139.480179,9214,568,4
京王バス,深夜急行〔府中・国立系統〕[京王バス],浅間町(東京都),35.685035,139.496209,9215,568,5
京王バス,深夜急行〔府中・国立系統〕[京王バス],武蔵小金井駅北口,35.701325,139.506747,9216,568,6
京王バス,深夜急行〔府中・国立系統〕[京王バス],国分寺駅南口,35.699183,139.480494,9217,568,7
京王バス,深夜急行〔府中・国立系統〕[京王バス],泉町三丁目(東京都),35.694996,139.464784,9218,568,8
京王バス,深夜急行〔府中・国立系統〕[京王バス],国立駅,35.698622,139.446148,9219,568,9
京王バス,深夜急行〔京王線沿線経由〕[京王バス],渋谷駅,35.658892,139.700077,9220,569,1
京王バス,深夜急行〔京王線沿線経由〕[京王バス],千歳烏山駅〔京王バス〕,35.66959,139.600096,9221,569,2
京王バス,深夜急行〔京王線沿線経由〕[京王バス],給田(東京都),35.667456,139.594231,9222,569,3
京王バス,深夜急行〔京王線沿線経由〕[京王バス],仙川駅入口〔京王バス〕,35.663425,139.584301,9223,569,4
京王バス,深夜急行〔京王線沿線経由〕[京王バス],つつじヶ丘駅北口,35.658265,139.575095,9224,569,5
京王バス,深夜急行〔京王線沿線経由〕[京王バス],国領駅,35.650339,139.557558,9225,569,6
京王バス,深夜急行〔京王線沿線経由〕[京王バス],調布車庫前,35.645833,139.552993,9226,569,7
京王バス,深夜急行〔京王線沿線経由〕[京王バス],調布駅南口,35.651348,139.543598,9227,569,8
京王バス,深夜急行〔京王線沿線経由〕[京王バス],飛田給駅北口,35.660457,139.52329,9228,569,9
京王バス,深夜急行〔京王線沿線経由〕[京王バス],多磨霊園駅入口,35.668753,139.505253,9229,569,10
京王バス,深夜急行〔京王線沿線経由〕[京王バス],東府中駅,35.66941,139.494971,9230,569,11
京王バス,深夜急行〔京王線沿線経由〕[京王バス],府中駅(東京都),35.672555,139.480179,9231,569,12
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],渋谷駅,35.658892,139.700077,9232,570,1
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],永福町,35.677546,139.641058,9233,570,2
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],西永福,35.679456,139.637208,9234,570,3
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],浜田山,35.684524,139.626811,9235,570,4
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],高井戸駅入口,35.686283,139.616603,9236,570,5
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],富士見ヶ丘(東京都),35.68801,139.608664,9237,570,6
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],久我山駅(杉並区),35.687638,139.600904,9238,570,7
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],三鷹台団地,35.687656,139.580295,9239,570,8
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],下連雀,35.691988,139.569522,9240,570,9
京王バス,深夜急行〔井の頭線沿線経由〕[京王バス],吉祥寺駅〔北口〕,35.703284,139.579885,9241,570,10
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],武蔵小金井駅南口,35.700369,139.506704,9242,571,1
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],小金井市第二庁舎,35.698873,139.504463,9243,571,2
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],小金井市役所前,35.699062,139.502435,9244,571,3
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],小金井警察署前,35.69947,139.498559,9245,571,4
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],貫井トンネル下,35.695682,139.498069,9246,571,5
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],貫井坂下,35.694262,139.498099,9247,571,6
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],貫井南町一丁目,35.691763,139.498149,9248,571,7
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],前原歩道橋下,35.689493,139.503251,9249,571,8
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],多磨霊園裏門,35.68931,139.508974,9250,571,9
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],小金井リハビリテーション病院,35.688691,139.512549,9251,571,10
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],試験場正門,35.688229,139.51507,9252,571,11
京王バス,武84/武85〔貫井トンネル経由〕[京王バス],多磨町,35.686779,139.518842,9253,571,12
京王バス,武85/武95/磨01[京王バス],多磨町,35.686779,139.518842,9254,572,1
京王バス,武85/武95/磨01[京王バス],試験場正門,35.687975,139.514902,9255,572,2
京王バス,武85/武95/磨01[京王バス],小金井リハビリテーション病院,35.688228,139.513526,9256,572,3
京王バス,武85/武95/磨01[京王バス],霊園中央二十号地,35.684192,139.512061,9257,572,4
京王バス,武85/武95/磨01[京王バス],霊園南七号地,35.680919,139.511632,9258,572,5
京王バス,武85/武95/磨01[京王バス],多磨霊園表門,35.677427,139.512968,9259,572,6
京王バス,武85/武95/磨01[京王バス],紅葉ヶ丘(東京都),35.674372,139.511172,9260,572,7
京王バス,武85/武95/磨01[京王バス],第二中学校(府中市),35.671421,139.509635,9261,572,8
京王バス,武85/武95/磨01[京王バス],白糸台一丁目,35.668652,139.508211,9262,572,9
京王バス,武85/武95/磨01[京王バス],多磨霊園駅,35.66595,139.503654,9263,572,10
京王バス,武94/武95〔前原坂経由〕[京王バス],武蔵小金井駅南口,35.700369,139.506704,9264,573,1
京王バス,武94/武95〔前原坂経由〕[京王バス],前原坂,35.696689,139.506041,9265,573,2
京王バス,武94/武95〔前原坂経由〕[京王バス],前原町(東京都),35.694186,139.505906,9266,573,3
京王バス,武94/武95〔前原坂経由〕[京王バス],参道口(東京都),35.691599,139.507075,9267,573,4
京王バス,武94/武95〔前原坂経由〕[京王バス],多磨霊園裏門,35.68931,139.508974,9268,573,5
京王バス,武94/武95〔前原坂経由〕[京王バス],小金井リハビリテーション病院,35.688691,139.512549,9269,573,6
京王バス,武94/武95〔前原坂経由〕[京王バス],試験場正門,35.688229,139.51507,9270,573,7
京王バス,武94/武95〔前原坂経由〕[京王バス],多磨町,35.686779,139.518842,9271,573,8
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],南大沢駅,35.61407,139.38069,9272,574,1
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],南大沢四丁目,35.612543,139.377947,9273,574,2
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],三井アウトレットパーク(東京都),35.615284,139.37588,9274,574,3
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],学園二番街入口,35.6154,139.373466,9275,574,4
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],宮上中学校,35.613765,139.371415,9276,574,5
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],三徳プラザ前,35.612971,139.369259,9277,574,6
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],児童公園(八王子市),35.610685,139.367413,9278,574,7
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],パークフィーネ前,35.609611,139.366057,9279,574,8
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],南大沢学園前,35.607606,139.36791,9280,574,9
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],だいり谷戸公園,35.608235,139.369667,9281,574,10
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],多摩境駅,35.602312,139.366609,9282,574,11
京王バス,NT急行〔南大沢駅-橋本駅〕[京王バス],橋本駅(神奈川県),35.595348,139.344773,9283,574,12
京王バス,深夜急行〔多摩センター系統〕[京王バス],新宿駅西口,35.690585,139.698779,9284,575,1
京王バス,深夜急行〔多摩センター系統〕[京王バス],稲城駅,35.635712,139.500587,9285,575,2
京王バス,深夜急行〔多摩センター系統〕[京王バス],若葉台駅,35.620051,139.472199,9286,575,3
京王バス,深夜急行〔多摩センター系統〕[京王バス],永山駅,35.630549,139.447605,9287,575,4
京王バス,深夜急行〔多摩センター系統〕[京王バス],多摩センター駅,35.624258,139.423996,9288,575,5
京王バス,深夜急行〔多摩センター系統〕[京王バス],京王堀之内駅,35.62456,139.400938,9289,575,6
京王バス,深夜急行〔多摩センター系統〕[京王バス],南大沢駅,35.614016,139.380577,9290,575,7
京王バス,深夜急行〔多摩センター系統〕[京王バス],多摩境駅,35.602308,139.366614,9291,575,8
京王バス,深夜急行〔多摩センター系統〕[京王バス],橋本駅(神奈川県),35.595463,139.344539,9292,575,9
京王バス,永70/永72[京王バス],佼成病院,35.689411,139.656392,9293,576,1
京王バス,永70/永72[京王バス],佼成会聖堂前,35.687769,139.658067,9294,576,2
京王バス,永70/永72[京王バス],和田堀橋,35.68696,139.656047,9295,576,3
京王バス,永70/永72[京王バス],方南町駅,35.683114,139.655655,9296,576,4
京王バス,永70/永72[京王バス],八幡通り(杉並区),35.682469,139.651973,9297,576,5
京王バス,永70/永72[京王バス],大宮八幡入口,35.68257,139.646863,9298,576,6
京王バス,永70/永72[京王バス],方南水道道路,35.682146,139.645051,9299,576,7
京王バス,永70/永72[京王バス],大宮町(東京都),35.681459,139.642076,9300,576,8
京王バス,永70/永72[京王バス],西永福,35.679439,139.637613,9301,576,9
京王バス,永70/永72[京王バス],永福町,35.677019,139.642013,9302,576,10
京王バス,八96他[京王バス],八王子駅南口,35.654343,139.338806,9303,577,1
京王バス,八96他[京王バス],子安三丁目,35.652032,139.338397,9304,577,2
京王バス,八96他[京王バス],子安公園前,35.652168,139.335036,9305,577,3
京王バス,八96他[京王バス],万町一丁目(東京都),35.65219,139.334018,9306,577,4
京王バス,八96他[京王バス],みよし坂上,35.652247,139.330849,9307,577,5
京王バス,八96他[京王バス],実践高校,35.652445,139.328149,9308,577,6
京王バス,八96他[京王バス],富士森公園,35.651586,139.326119,9309,577,7
京王バス,八96他[京王バス],市民体育館(八王子市),35.649954,139.323316,9310,577,8
京王バス,八96他[京王バス],野球場前(八王子市),35.651399,139.319638,9311,577,9
京王バス,八96他[京王バス],御所水通り,35.653266,139.317266,9312,577,10
京王バス,八96他[京王バス],西八王子駅南入口,35.655236,139.313386,9313,577,11
京王バス,八96他[京王バス],西八王子駅南口,35.656437,139.313134,9314,577,12
京王バス,八96他[京王バス],散田三丁目,35.654008,139.311054,9315,577,13
京王バス,八96他[京王バス],散田四丁目,35.651593,139.306645,9316,577,14
京王バス,八96他[京王バス],横山中学,35.649972,139.305876,9317,577,15
京王バス,八96他[京王バス],めじろ台一丁目,35.64693,139.311544,9318,577,16
京王バス,八96他[京王バス],めじろ台駅,35.643346,139.307539,9319,577,17
京王バス,八96他[京王バス],めじろ台南,35.640881,139.308279,9320,577,18
京王バス,八96他[京王バス],椚田北,35.637641,139.309886,9321,577,19
京王バス,八96他[京王バス],椚田,35.633293,139.31241,9322,577,20
京王バス,八96他[京王バス],下寺田(東京都),35.631926,139.312148,9323,577,21
京王バス,八96他[京王バス],榛名橋,35.62885,139.310427,9324,577,22
京王バス,八96他[京王バス],寺田東,35.625014,139.309612,9325,577,23
京王バス,八96他[京王バス],寺田センター,35.623043,139.306511,9326,577,24
京王バス,八96他[京王バス],グリーンヒル寺田,35.621567,139.302275,9327,577,25
京王バス,八96他[京王バス],上寺田(東京都),35.619849,139.297339,9328,577,26
京王バス,八96他[京王バス],東京秋田霊園,35.618015,139.296767,9329,577,27
京王バス,八96他[京王バス],法政大学(町田市),35.613669,139.297362,9330,577,28
京王バス,境82[京王バス],東小金井駅,35.702182,139.524593,9331,578,1
京王バス,境82[京王バス],栗山公園前,35.698859,139.522072,9332,578,2
京王バス,境82[京王バス],東大通り南,35.696009,139.522206,9333,578,3
京王バス,境82[京王バス],新小金井駅,35.694429,139.526634,9334,578,4
京王バス,境82[京王バス],東町一丁目(小金井市),35.694746,139.530369,9335,578,5
京王バス,境82[京王バス],三鷹市境,35.695033,139.533838,9336,578,6
京王バス,境82[京王バス],井口新田,35.69528,139.538375,9337,578,7
京王バス,境82[京王バス],井口日赤入口,35.695642,139.545479,9338,578,8
京王バス,境82[京王バス],境南二丁目,35.698842,139.54523,9339,578,9
京王バス,境82[京王バス],武蔵境駅南口,35.701523,139.545331,9340,578,10
京王バス,新宿御苑ルート[新宿WEバス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,9341,579,1
京王バス,新宿御苑ルート[新宿WEバス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,9341,579,1
京王バス,新宿御苑ルート[新宿WEバス],都立新宿高校前,35.690006,139.704752,9342,579,2
京王バス,新宿御苑ルート[新宿WEバス],新宿御苑,35.689231,139.706874,9343,579,3
京王バス,新宿御苑ルート[新宿WEバス],東京メトロ新宿御苑前駅,35.688782,139.709444,9344,579,4
京王バス,新宿御苑ルート[新宿WEバス],新宿二丁目仲通り,35.68934,139.708019,9345,579,5
京王バス,新宿御苑ルート[新宿WEバス],新宿三丁目,35.690612,139.706785,9346,579,6
京王バス,新宿御苑ルート[新宿WEバス],ホテルグレイスリー新宿,35.695718,139.70188,9347,579,7
京王バス,新宿御苑ルート[新宿WEバス],新宿五丁目,35.692794,139.703771,9348,579,8
京王バス,新宿御苑ルート[新宿WEバス],新宿駅西口〔小田急百貨店前〕,35.691692,139.699485,9349,579,9
京王バス,新宿御苑ルート[新宿WEバス],新宿駅西口,35.690585,139.698779,9350,579,10
京王バス,新宿御苑ルート[新宿WEバス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,9351,579,11
京王バス,新宿御苑ルート[新宿WEバス],バスタ新宿〔新宿駅新南口〕,35.688687,139.700627,9351,579,11
京王バス,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],新宿二丁目仲通り,35.68934,139.708019,9352,580,1
京王バス,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],新宿三丁目,35.690319,139.705854,9353,580,2
京王バス,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],新宿追分,35.691142,139.703971,9354,580,3
京王バス,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],新宿駅東口,35.693152,139.700257,9355,580,4
京王バス,新宿御苑ルート〔新宿通り経由〕[新宿WEバス],新宿駅西口〔小田急百貨店前〕,35.691692,139.699485,9356,580,5
京王バス,寺01[京王バス],医療センター(東京都),35.631065,139.290009,9357,581,1
京王バス,寺01[京王バス],北館ヶ丘,35.631037,139.28737,9358,581,2
京王バス,寺01[京王バス],上館,35.634814,139.288371,9359,581,3
京王バス,寺01[京王バス],東上館,35.635157,139.290667,9360,581,4
京王バス,寺01[京王バス],明神橋(東京都),35.635196,139.294845,9361,581,5
京王バス,寺01[京王バス],和田(八王子市),35.635414,139.300998,9362,581,6
京王バス,寺01[京王バス],西田中橋,35.632849,139.302799,9363,581,7
京王バス,寺01[京王バス],ゆりのき通り(八王子市),35.628927,139.30203,9364,581,8
京王バス,寺01[京王バス],中央公園〔京王バス〕,35.626323,139.300434,9365,581,9
京王バス,寺01[京王バス],ゆりのき台,35.62383,139.298977,9366,581,10
京王バス,寺01[京王バス],グリーンヒル寺田,35.621764,139.301598,9367,581,11
京王バス,寺01[京王バス],寺田センター,35.623041,139.306089,9368,581,12
京王バス,寺01[京王バス],寺田東,35.624781,139.309176,9369,581,13
京王バス,多13[京王バス],中央大学,35.638933,139.403135,9370,582,1
京王バス,多13[京王バス],谷津入(東京都),35.636595,139.405004,9371,582,2
京王バス,多13[京王バス],東中野(八王子市),35.634012,139.407588,9372,582,3
京王バス,多13[京王バス],天野(東京都),35.635833,139.411286,9373,582,4
京王バス,多13[京王バス],堰場(東京都),35.636706,139.416965,9374,582,5
京王バス,多13[京王バス],大塚橋,35.63431,139.420637,9375,582,6
京王バス,多13[京王バス],多摩センター駅西口,35.624691,139.423365,9376,582,7
京王バス,多13[京王バス],多摩センター駅,35.623885,139.424264,9377,582,8
京王バス,調37[京王バス],調布駅北口,35.652595,139.543873,9378,583,1
京王バス,調37[京王バス],電通大通り,35.654463,139.544346,9379,583,2
京王バス,調37[京王バス],布田一丁目,35.652059,139.547982,9380,583,3
京王バス,調37[京王バス],調布ヶ丘交差点,35.655056,139.54781,9381,583,4
京王バス,調37[京王バス],都営アパート,35.656547,139.547825,9382,583,5
京王バス,調37[京王バス],調布ヶ丘一丁目東,35.657681,139.547402,9383,583,6
京王バス,調37[京王バス],天神北公園,35.65866,139.546709,9384,583,7
京王バス,調37[京王バス],調布ヶ丘三丁目公園,35.661555,139.546928,9385,583,8
京王バス,調37[京王バス],武蔵野市場,35.661884,139.547109,9386,583,9
京王バス,調37[京王バス],虎狛神社,35.661638,139.550691,9387,583,10
京王バス,調37[京王バス],佐須交差点,35.660724,139.553337,9388,583,11
京王バス,調37[京王バス],柏野小学校,35.660231,139.556218,9389,583,12
京王バス,調37[京王バス],佐須公園,35.660122,139.558333,9390,583,13
京王バス,調37[京王バス],原山通り入口,35.659215,139.561014,9391,583,14
京王バス,調37[京王バス],上ノ原公園下,35.660311,139.561826,9392,583,15
京王バス,調37[京王バス],都営柴崎二丁目住宅前,35.662984,139.563194,9393,583,16
京王バス,調37[京王バス],柴崎二丁目,35.661756,139.566637,9394,583,17
京王バス,調37[京王バス],けやき児童遊園,35.663879,139.566211,9395,583,18
京王バス,調37[京王バス],上ノ原小学校,35.66511,139.565147,9396,583,19
京王バス,調37[京王バス],晃華学園東,35.666623,139.562162,9397,583,20
京王バス,調37[京王バス],深大寺市営住宅,35.668225,139.562273,9398,583,21
京王バス,調37[京王バス],原山交差点,35.670581,139.563334,9399,583,22
京王バス,調37[京王バス],日本消防検定協会前,35.67238,139.562455,9400,583,23
京王バス,調37[京王バス],野ヶ谷,35.67297,139.560434,9401,583,24
京王バス,調37[京王バス],深大寺東町六丁目,35.673568,139.559645,9402,583,25
京王バス,調37[京王バス],野ヶ谷ふれあいの家入口,35.675954,139.558069,9403,583,26
京王バス,調37[京王バス],諏訪神社(調布市),35.678073,139.555809,9404,583,27
京王バス,調37[京王バス],深大寺東町八丁目,35.680646,139.554965,9405,583,28
京王バス,調37[京王バス],航研前,35.680006,139.557438,9406,583,29
京王バス,調37[京王バス],都営深大寺住宅,35.681062,139.556903,9407,583,30
京王バス,調37[京王バス],ブランチ調布,35.681584,139.558532,9408,583,31
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅,35.615355,139.411576,9409,584,1
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅西,35.615181,139.409729,9410,584,2
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田中央,35.614821,139.407614,9411,584,3
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],すももくぼ,35.614236,139.403836,9412,584,4
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],土橋公園,35.613757,139.402091,9413,584,5
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田二丁目,35.613133,139.40251,9414,584,6
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],大妻学院,35.613861,139.407354,9415,584,7
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],総合福祉センター(多摩市),35.613359,139.412524,9416,584,8
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],南鶴牧小学校,35.614367,139.416727,9417,584,9
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧四丁目,35.613016,139.419843,9418,584,10
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧センター北,35.612039,139.422937,9419,584,11
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],西落合小学校,35.612929,139.424438,9420,584,12
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],宝野公園東,35.615506,139.426138,9421,584,13
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],落合商店街,35.616129,139.430244,9422,584,14
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],落合四丁目,35.614952,139.432324,9423,584,15
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘五丁目,35.612322,139.432395,9424,584,16
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘福祉館,35.613315,139.435024,9425,584,17
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘四丁目,35.614049,139.437636,9426,584,18
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取五丁目,35.614001,139.440336,9427,584,19
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取こぶし館,35.616297,139.440152,9428,584,20
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],貝取小学校,35.618968,139.440869,9429,584,21
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生緑地,35.61989,139.442959,9430,584,22
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生(東京都),35.616455,139.442727,9431,584,23
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生通り,35.614941,139.445246,9432,584,24
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山五丁目南,35.615768,139.447638,9433,584,25
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],社会教育施設,35.616705,139.449029,9434,584,26
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山さくら通り,35.618687,139.44831,9435,584,27
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],瓜生小学校,35.620528,139.446491,9436,584,28
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山けやき坂,35.621928,139.44744,9437,584,29
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],中諏訪(東京都),35.623684,139.453756,9438,584,30
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪三丁目(東京都),35.625898,139.455121,9439,584,31
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],馬引沢二丁目,35.629562,139.454816,9440,584,32
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪一丁目,35.631415,139.453943,9441,584,33
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],諏訪神社(多摩市),35.633182,139.451096,9442,584,34
多摩市,永53〔唐木田駅-永山駅〕[多摩市ミニバス],永山駅,35.629488,139.447716,9443,584,35
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅,35.615355,139.411576,9444,585,1
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田駅西,35.615319,139.409923,9445,585,2
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田中央,35.614909,139.40759,9446,585,3
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],すももくぼ,35.614567,139.404877,9447,585,4
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],土橋公園,35.613863,139.402111,9448,585,5
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],唐木田二丁目,35.612871,139.402947,9449,585,6
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],大妻学院,35.613495,139.40758,9450,585,7
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],総合福祉センター(多摩市),35.612815,139.412728,9451,585,8
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],南鶴牧小学校,35.614166,139.416861,9452,585,9
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧四丁目,35.612968,139.419725,9453,585,10
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],鶴牧センター北,35.611784,139.422265,9454,585,11
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],西落合小学校,35.613039,139.42485,9455,585,12
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],宝野公園東,35.615429,139.426097,9456,585,13
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],落合商店街,35.616014,139.430282,9457,585,14
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],落合四丁目,35.615067,139.432124,9458,585,15
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘五丁目,35.612281,139.432186,9459,585,16
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘福祉館,35.612882,139.434674,9460,585,17
多摩市,永52〔唐木田駅-永山駅〕[多摩市ミニバス],豊ヶ丘四丁目,35.614049,139.437636,9461,585,18
