変更後バス停名称,緯度,経度
北青山一丁目アパート前,35.674957,139.721971
北青山一丁目アパート前,35.674957,139.721971
埠頭通り,35.624767,139.756278
品川ふ頭橋,35.622412,139.753752
不動前駅入口,35.627188,139.714726
不動前駅入口,35.627188,139.714726
不動尊参道,35.629352,139.71096
不動尊参道,35.629352,139.71096
本郷六丁目,35.713236,139.756601
本郷六丁目,35.713236,139.756601
別荘橋,35.765601,139.606636
別荘橋,35.765601,139.606636
保谷駅入口,35.746599,139.570362
尾山町,35.602513,139.656312
尾山町,35.602513,139.656312
法務局前,35.657169,139.739052
豊沢児童遊園地,35.646767,139.71929
法務局入口,35.656054,139.73925
品川区役所入口,35.60717,139.730286
品川区役所入口,35.60717,139.730286
本村小学校入口,35.65078,139.727949
平塚二丁目,35.617117,139.71257
平塚二丁目,35.617117,139.71257
武蔵小山,35.619059,139.703764
武蔵小山,35.619059,139.703764
武蔵小山駅,35.620071,139.703671
武蔵小山駅,35.620071,139.703671
文京グリーンコート前,35.730713,139.746767
文京グリーンコート前,35.730713,139.746767
本駒込五丁目,35.733556,139.753831
本駒込四丁目,35.733232,139.757023
本駒込四丁目,35.733232,139.757023
平塚橋,35.616125,139.709902
平塚橋,35.616125,139.709902
豊玉北二丁目,35.734439,139.664188
豊玉北二丁目,35.734439,139.664188
八雲四丁目,35.623436,139.67316
北馬込一丁目,35.601368,139.705509
放射七号,35.757657,139.59433
平井操車所,35.711428,139.839583
平野町,35.7849,139.80308
平野町,35.7849,139.80308
富士公園前,35.650052,139.876161
富士公園前,35.650052,139.876161
墨田区曳舟文化センター前,35.71853,139.81859
墨田区曳舟文化センター前,35.71853,139.81859
福島橋,35.672767,139.829445
福島橋,35.672767,139.829445
半田小学校入口,35.776172,139.877639
半田小学校入口,35.776172,139.877639
北沼公園,35.737356,139.864429
平井西袋,35.712329,139.838465
平井西袋,35.712329,139.838465
墨田二丁目,35.734291,139.817725
墨田二丁目,35.734291,139.817725
堀之内北公園入口,35.776692,139.75646
平河天満宮前,35.682021,139.741914
飯田橋清掃車庫,35.701684,139.748676
北車庫入口,35.775109,139.733364
豊島橋,35.764164,139.757472
豊島橋,35.764164,139.757472
美倉橋南,35.696134,139.779902
富士見出張所,35.699475,139.746369
富士見あんず館,35.69619,139.745326
飛鳥山公園,35.750178,139.738022
飛鳥山公園,35.750178,139.738022
北里研究所前,35.644474,139.725846
北里研究所前,35.644474,139.725846
豊海運動公園入口,35.655178,139.771891
豊海町,35.653556,139.770197
本石町一丁目,35.685181,139.772809
本石町三丁目,35.687764,139.771757
堀留町一丁目,35.688392,139.780357
浜町一丁目,35.68946,139.785504
浜町三丁目,35.684931,139.789208
箱崎町,35.681214,139.788152
箱崎湊橋通り,35.680199,139.785241
浜町敬老館,35.685179,139.791526
文京小石川クリニック,35.710448,139.752796
文花二丁目,35.709288,139.828014
文花二丁目,35.709288,139.828014
八重洲通り西,35.678778,139.772334
北上野,35.717652,139.784331
幡ヶ谷保健相談所,35.679058,139.670808
本町幼稚園,35.68378,139.674923
美宿橋,35.668433,139.635922
不動跡,35.667707,139.638216
本町区民施設,35.686926,139.680594
法蓮寺,35.673171,139.864586
法蓮寺,35.673171,139.864586
豊洲一丁目公園前,35.661567,139.793432
堀留町,35.687551,139.781082
本所二丁目,35.703642,139.800648
本所二丁目,35.703642,139.800648
富士見橋エコー広場館,35.740221,139.755575
北砂一丁目,35.680712,139.822451
北砂一丁目,35.680712,139.822451
防災広場根岸の里,35.723741,139.781842
尾久駅前,35.746848,139.755402
尾久駅前,35.746848,139.755402
放水路土手下,35.761863,139.79164
放水路土手下,35.761863,139.79164
浜田山小学校,35.685542,139.629947
浜田山小学校,35.685542,139.629947
浜田山みどりの里,35.683106,139.628448
浜田山小学校南,35.684194,139.629169
堀船,35.754447,139.743701
堀船,35.754447,139.743701
本駒込二丁目,35.726858,139.7468
本駒込二丁目,35.726858,139.7468
八丁堀駅,35.673987,139.776403
尾山台三丁目,35.602909,139.656787
尾山台中学校,35.604931,139.657387
尾山台駅,35.607583,139.653599
不動下,35.602272,139.647444
碑文谷二丁目,35.621245,139.688823
碑文谷二丁目,35.621245,139.688823
碑文谷三丁目,35.619006,139.685068
碑文谷八幡前,35.617107,139.686876
附属世田谷中学校前,35.620129,139.65992
附属世田谷中学校前,35.620129,139.65992
平野一丁目,35.678754,139.798257
平野一丁目,35.678754,139.798257
福島橋南詰,35.674306,139.829494
福島橋南詰,35.674306,139.829494
覆馬場,35.636097,139.636071
覆馬場,35.636097,139.636071
八広三丁目,35.718247,139.829255
八広三丁目,35.718247,139.829255
表参道ヒルズ,35.666899,139.709248
表参道ヒルズ,35.666899,139.709248
富士神社前,35.730519,139.751396
本木町第二アパート,35.77477,139.77441
本木町第二アパート,35.77477,139.77441
北参道交差点,35.680796,139.705786
北参道交差点,35.680796,139.705786
堀切八丁目,35.757952,139.831429
堀切八丁目,35.757952,139.831429
堀切八郵便局,35.757064,139.829385
堀切八郵便局,35.757064,139.829385
八枝橋,35.658694,139.808021
八枝橋,35.658694,139.808021
八広四丁目,35.721378,139.830231
八広四丁目,35.721378,139.830231
平河町二丁目,35.681051,139.738377
平河町二丁目,35.681051,139.738377
浜町二丁目,35.686304,139.789903
浜町二丁目,35.686304,139.789903
豊玉北四丁目,35.735597,139.659569
豊玉北四丁目,35.735597,139.659569
尾久橋,35.749811,139.769511
尾久橋,35.749811,139.769511
豊玉中一丁目,35.728654,139.661462
豊玉中一丁目,35.728654,139.661462
北町三丁目西,35.768504,139.649209
北町消防出張所,35.768687,139.653635
平和台一丁目,35.759455,139.662605
平和台一丁目,35.759455,139.662605
平和台四丁目,35.757609,139.659718
平和台四丁目,35.757609,139.659718
北町三丁目東,35.768754,139.655661
富士見台小学校,35.763118,139.692647
富士見台小学校,35.763118,139.692647
北豊島工業高校,35.76262,139.698191
北豊島工業高校,35.76262,139.698191
北町一丁目東,35.764688,139.669537
北町一丁目中央,35.765406,139.668014
板橋高校入口,35.741934,139.688159
板橋高校入口,35.741934,139.688159
氷川台福祉園,35.756326,139.667767
氷川台福祉園,35.756326,139.667767
北町中学校,35.766546,139.657449
板橋第五小学校,35.74212,139.704173
氷川台駅西,35.750838,139.663688
氷川台駅西,35.750838,139.663688
北団地,35.78266,139.709473
北高井戸,35.686946,139.621299
北高井戸,35.686946,139.621299
北野水無,35.680496,139.588188
北野水無,35.680496,139.588188
北烏山九丁目屋敷林,35.671488,139.596481
北烏山九丁目屋敷林,35.671488,139.596481
本田東公園東,35.703722,139.5945
本郷花街道,35.709307,139.904891
平井駅入口,35.707401,139.840976
平井駅入口,35.707401,139.840976
法恩寺入口,35.701729,139.813189
本所防災館入口,35.705106,139.816252
本所吾妻橋駅東,35.70876,139.806059
本所吾妻橋駅北,35.709437,139.804313
本所中学校入口,35.705395,139.802108
本一色一丁目,35.71654,139.86925
本一色一丁目,35.71654,139.86925
北烏山五丁目,35.681751,139.593331
豊玉中町,35.732976,139.659206
北新井公園,35.735146,139.668167
鳩の街通り商店街入口,35.720914,139.811282
墨田区総合運動場,35.737987,139.817378
八広図書館入口,35.724936,139.824057
北千住駅東口,35.749366,139.806631
北給田,35.670887,139.587906
北給田,35.670887,139.587906
八広小学校,35.726973,139.825326
保木間中央,35.797849,139.806698
保木間中央,35.797849,139.806698
武蔵丘高校入口,35.726753,139.635439
武蔵丘高校入口,35.726753,139.635439
平和の森小学校,35.714813,139.659085
武蔵台小学校,35.727164,139.631453
武蔵台小学校,35.727164,139.631453
武蔵丘高校,35.727049,139.633534
武蔵丘高校,35.727049,139.633534
北新宿,35.701748,139.689714
北新宿,35.701748,139.689714
北足立市場南,35.796179,139.764117
北中野中学校,35.727209,139.629026
北中野中学校,35.727209,139.629026
八成橋東,35.730424,139.616325
平和島五丁目,35.578149,139.743295
芳花園住宅,35.727129,139.676484
芳花園住宅,35.727129,139.676484
板橋有徳高校入口,35.771132,139.659385
百人町郵便局前,35.706322,139.696273
百人町郵便局前,35.706322,139.696273
百人町公務員宿舎,35.704437,139.696736
百人町公務員宿舎,35.704437,139.696736
百人町四丁目,35.708254,139.697822
百人町四丁目,35.708254,139.697822
落合中央公園,35.714007,139.692285
落合中央公園,35.714007,139.692285
立野境,35.712686,139.587249
立野境,35.712686,139.587249
矢口渡,35.563759,139.700819
矢口渡,35.563759,139.700819
祐天寺裏,35.635381,139.698128
祐天寺裏,35.635381,139.698128
稔ヶ丘高校,35.727238,139.626529
稔ヶ丘高校,35.727238,139.626529
稔ヶ丘高校入口,35.727371,139.622866
稔ヶ丘高校入口,35.727371,139.622866
明治神宮,35.66944,139.702049
明治神宮,35.66944,139.702049
野毛二丁目,35.601903,139.640034
野毛二丁目,35.601903,139.640034
野毛桜堤,35.604002,139.637162
野毛桜堤,35.604002,139.637162
油面公園,35.632932,139.694945
油面公園,35.632932,139.694945
祐天寺駅,35.637724,139.691457
祐天寺駅,35.637724,139.691457
明治神宮前駅,35.66938,139.703878
明治神宮前駅,35.66938,139.703878
目黒駅東口,35.633843,139.71749
立川,35.691594,139.805651
立川,35.691594,139.805651
木場公園,35.677159,139.806844
木場公園,35.677159,139.806844
野鳥公園入口,35.584361,139.759029
弥生二丁目,35.716421,139.762826
弥生二丁目,35.716421,139.762826
立会川,35.597939,139.737714
立会川,35.597939,139.737714
浴風会前,35.680612,139.614837
浴風会前,35.680612,139.614837
矢口中学校,35.563498,139.685381
矢口三丁目,35.560169,139.69364
矢口特別出張所入口,35.562059,139.69184
立花一丁目,35.705924,139.826425
立花一丁目,35.705924,139.826425
門前仲町二丁目,35.673928,139.796043
明治通り,35.718373,139.822384
明治通り,35.718373,139.822384
妙正寺池,35.719243,139.616556
妙正寺池,35.719243,139.616556
明神坂上,35.607901,139.640299
明神坂上,35.607901,139.640299
野毛公園前,35.606286,139.643462
野毛公園前,35.606286,139.643462
麻布台,35.660343,139.740286
麻布台,35.660343,139.740286
立教大学,35.728864,139.702212
立教大学,35.728864,139.702212
野方駅南口,35.716145,139.653629
野方駅南口,35.716145,139.653629
目白台三丁目,35.715262,139.724484
目白台三丁目,35.715262,139.724484
薬王寺町,35.696136,139.72523
薬王寺町,35.696136,139.72523
万世橋,35.698348,139.76991
万世橋,35.698348,139.76991
雷,35.655896,139.88404
雷,35.655896,139.88404
雷不動前,35.659685,139.884523
雷不動前,35.659685,139.884523
妙福寺,35.751137,139.579421
妙福寺,35.751137,139.579421
麻布十番公共駐車場前,35.656989,139.734539
溜池山王駅,35.67089,139.741024
麻布いーすと通り,35.65606,139.742577
麻布十番二丁目,35.654293,139.736743
有栖川宮記念公園,35.651964,139.724116
目白警察前,35.719879,139.711017
目白警察前,35.719879,139.711017
雷門前,35.710474,139.796395
目白台二丁目,35.718121,139.72128
柳嶋妙見山法性寺入口,35.708026,139.815997
牟礼前,35.68241,139.587358
牟礼前,35.68241,139.587358
柳橋中央通り,35.698236,139.787739
柳橋分院入口,35.699349,139.790138
柳北スポーツプラザ,35.69907,139.782429
竜泉一丁目,35.724684,139.789786
有隣病院前,35.650532,139.619366
有隣病院前,35.650532,139.619366
野見宿禰神社入口,35.696733,139.802712
弥生町五丁目,35.687724,139.66519
弥生町五丁目,35.687724,139.66519
弥勒寺前,35.690176,139.798946
明和橋,35.68935,139.88798
明和橋,35.68935,139.88798
落合駅,35.710288,139.684013
落合駅,35.710288,139.684013
野方一丁目,35.711844,139.660249
立石駅入口,35.738053,139.850233
立石駅入口,35.738053,139.850233
目白台一丁目,35.714357,139.725357
立花四丁目,35.710664,139.832037
立花大正民家園入口,35.708376,139.83636
立石七丁目,35.739119,139.849943
立石七丁目,35.739119,139.849943
野方三丁目,35.718378,139.657457
万世橋出張所,35.697935,139.770246
練馬高校,35.756672,139.636693
練馬高校,35.756672,139.636693
寮の坂上,35.60139,139.656078
練馬春日町駅東,35.75114,139.641269
練馬春日町駅東,35.75114,139.641269
渕江中入口,35.794882,139.806016
渕江中入口,35.794882,139.806016
練馬工業高校入口,35.751752,139.653924
練馬工業高校入口,35.751752,139.653924
鈴ヶ森,35.592721,139.73559
鈴ヶ森,35.592721,139.73559
練馬小学校,35.753108,139.635981
練馬小学校,35.753108,139.635981
六の橋,35.625577,139.618056
六の橋,35.625577,139.618056
六本木七丁目南,35.662397,139.730036
六本木交差点北,35.663893,139.731389
六本木七丁目,35.664838,139.73023
檜町公園,35.665726,139.732836
六本木六丁目,35.660643,139.726987
六郷神社,35.544541,139.71218
六郷神社,35.544541,139.71218
六ツ又陸橋,35.732581,139.71876
練馬南大泉一郵便局,35.736869,139.576316
練馬南大泉一郵便局,35.736869,139.576316
蓮根橋,35.789669,139.68002
蓮根橋,35.789669,139.68002
蓮根三丁目,35.789614,139.6773
蓮根三丁目,35.789614,139.6773
鶯谷駅北,35.723037,139.778851
鶯谷駅南,35.721049,139.78115
緑町墨堤通り,35.747931,139.794416
緑野小学校,35.723064,139.658471
緑野小学校,35.723064,139.658471
六号大通り,35.681958,139.675045
茗荷谷駅,35.717563,139.737373
緑と花の学習園/香取神社入口,35.711291,139.823992
両国駅西口,35.695317,139.792069
六義公園運動場入口,35.733206,139.74424
六義園入口,35.732853,139.748671
緑が丘交番前,35.608652,139.678164
緑が丘交番前,35.608652,139.678164
緑が丘駅,35.605951,139.678327
緑が丘駅,35.605951,139.678327
雙葉学園前,35.601826,139.659901
雙葉学園前,35.601826,139.659901
臨海第一保育園前,35.650847,139.861428
鶯谷駅前,35.722836,139.779332
鶯谷駅前,35.722836,139.779332
練馬工業高校裏,35.756117,139.656591
練馬工業高校裏,35.756117,139.656591
老健青戸こはるびの里,35.754592,139.85563
老健青戸こはるびの里,35.754592,139.85563
和泉公園入口前,35.69863,139.779055
和泉橋出張所,35.697423,139.774911
六軒町,35.67707,139.853216
六軒町,35.67707,139.853216
和田堀公園,35.740684,139.60821
和田堀公園,35.740684,139.60821
